Name,Address,City,State,Zip,Services
Compass Behavioral Health Community Support Services,3000 North 14th Avenue,Dodge City,Kansas 67801,67801,"? MH SUMH ? OP PHDT TELE ? CMHC ? BMT DBT GT PTM ? PVTN ? CLF CMHG CSBG MC 
MD OSF SF SMHA ? SS ? TAY SE CO SMI ? CM COOT DEC HS ICM PRS SEMP SH VRS PEER 
? NSC STU TCC ? SMPD ? ADLT YAD ? SP"
Compass Behavioral Health Dodge City Outpatient Office,506 Avenue L,Dodge City,Kansas 67801,67801,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN 
? CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY CO 
SED ? CM COOT ICM PRS SPS ? STU ? SMPD ? ADLT CHLD SNR YAD ? SP"
CrossWinds Counseling and Wellness,1000 Lincoln Street,Emporia,Kansas 66801,66801,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? SS ? CO TRMA PTSD SED SMI ? 
CM COOT ES FPSY HS ICM PRS SEMP SH SPS VRS PEER ? NSC STU TCC ? SMPD ? ADLT 
CHLD SNR YAD ? AH ? SP"
Eskridge Care and Rehabilitation Ctr,505 North Main Street/ P.O. Box 248,Eskridge,Kansas 66423,66423,"? MH ? RES TELE ? RTCA ? AT BMT CBT GT IPT PTM ? PVTP ? MC MD MI PI SF ? SE GL VET 
MF HV SMI ? PRS ? SMPD ? ADLT SNR YAD"
Southeast Kansas MH Center,212 State Street,Fort Scott,Kansas 66701,66701,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM ? CIT WI ? OSG ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? SED SMI ? CM 
PRS SEMP SH SPS ? STU TCC ? SMPD ? ADLT CHLD SNR YAD"
Compass Behavioral Health,1111 East Spruce Street,Garden City,Kansas 67846,67846,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY CJ CO 
TRMA PED PTSD SED SMI ? CM COOT ES FPSY ICM PRS SPS ? TCC ? SMPD ? ADLT CHLD 
SNR YAD ? SP"
Compass Behavioral Health Admin/Community Support Services,531 Campus View Street,Garden City,Kansas 67846,67846,"? MH ? OP ? OMH ? PTM ? WI ? PVTN ? CMHG MC MD MI PI SF ? SS ? SE SMI ? CM COOT 
DEC ES FPSY HS ICM IMR PRS SEMP SH SPS VRS ? NRT NSC STU TCC ? SMPD ? ADLT SNR 
YAD ? SP F92"
Saint Catherine Hospital Behavioral Health Unit,401 East Spruce Street,Garden City,Kansas 67846,67846,"? MH SUMH ? HI TELE ? PSY ? BMT CBT GT IPT PTM TT ? PVTN ? CSBG ITU MC MD MI PI SF 
SI SMHA VAF ? GL VET ADM MF CO TRMA PED PTSD SMI ? CDM DEC ES FPSY IPC SPS ? 
NRT NSC ? SMON ? ADLT YAD ? AH"
Southeast Kansas MH Center,519 South Elm Street,Garnett,Kansas 66032,66032,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM ? CIT WI ? LMG ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? SED SMI ? CM PRS 
SEMP SH SPS ? STU ? SMPD ? ADLT CHLD SNR YAD"
Girard Medical Center,302 North Hospital Drive,Girard,Kansas 66743,66743,"? MH ? HI TELE ? PSY ? CBT GT IPT PTM ? PVTN ? MC MD MI PI SF SI VAF ? SE ALZ ? CM 
DEC ? NRT NSC STU TCC ? SMON ? SNR ? AH"
High Plains Mental Health Center Goodland Branch Center,723 Main Street,Goodland,Kansas 67735,67735,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF 
CMHG MC MD MI PI SF SMHA ? SS ? CM COOT ICM PRS SPS ? SMPD ? ADLT CHLD SNR YAD 
? AH"
Center for Csl and Consultation,5815 Broadway Avenue,Great Bend,Kansas 67530,67530,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? LMG ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY CO SED 
SMI ? CM COOT FPSY PRS SH SPS ? STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Iroquois Ctr for Human Dev Inc,610 East Grant Avenue,Greensburg,Kansas 67054,67054,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SF SI SMHA SWFS ? PA SS ? TAY SE VET CO TRMA PTSD 
SED SMI ? CM COOT ES FPSY HS PRS SEMP SH SPS PEER ? NRT NSC STU TCC ? SMPD ? 
ADLT CHLD SNR YAD"
Haviland Care Center,200 North Main Street,Haviland,Kansas 67059,67059,"? MH ? RES ? RTCA ? AT BMT PTM ? CIT ? PVTP ? MD SF ? SMI ? IMR IPC VRS ? SMPD ? 
ADLT SNR YAD"
High Plains Mental Health Center,208 East 7th Street,Hays,Kansas 67601,67601,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? 
CLF CMHG MC MD MI PI SCJJ SF SMHA ? SS ? CM COOT PRS SPS ? SMPD ? ADLT CHLD 
SNR YAD ? AH"
High Plains Mental Health Center Community Support Services,1412 East 29th Street,Hays,Kansas 67601,67601,"? MH SUMH ? OP PHDT ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF 
CMHG MC MD PI SF SMHA ? SS ? CO SMI ? CDM CM COOT HS ICM PRS SEMP SH SPS VRS 
? SMPD ? ADLT SNR YAD ? AH"
Kanza MH and Guidance Ctr,909 South 2nd Street,Hiawatha,Kansas 66434,66434,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? CLF 
CMHG ITU MC MD MI PI SF SI SMHA SWFS ? TAY SE GL VET ADM MF CJ HV TRMA ALZ PTSD 
SED SMI ? CM COOT FPSY PRS SEMP SH SPS VRS ? SMPD ? ADLT CHLD SNR YAD"
Kanza MH and Guidance Ctr Community Services,2291 Linden Road,Hiawatha,Kansas 66434,66434,"? MH SUMH ? OP TELE ? CMHC ? IPT ? PVTN ? CLF CMHG ITU MC MD MI PI SF SI SMHA 
SWFS ? PA ? TAY SE GL VET CJ HV TRMA ALZ PTSD SED SMI ? CM PRS SEMP SH SPS ? 
SMPD ? ADLT CHLD SNR YAD"
Prairie View Inc,508 South Ash Street,Hillsboro,Kansas 67063,67063,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SF SMHA SWFS VAF ? CO SED SMI ? CM COOT ES SPS ? 
SMON ? ADLT CHLD SNR YAD"
Kanza MH and Guidance Ctr Holton Office,713 Idaho Avenue,Holton,Kansas 66436,66436,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? CLF 
CMHG ITU MC MD MI PI SF SI SMHA SWFS ? TAY SE GL VET ADM MF CJ HV TRMA ALZ PTSD 
SED SMI ? CM COOT FPSY PRS SEMP SPS VRS ? SMPD ? ADLT CHLD SNR YAD"
Southeast Kansas MH Center,1106 South 9th Street,Humboldt,Kansas 66748,66748,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM ? CIT WI ? LMG ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? SED SMI ? CM 
PRS SEMP SH SPS ? STU ? SMPD ? ADLT CHLD SNR YAD"
Horizons Mental Health Center Reno County/Area Offices,"1600 North Lorraine Street, Suite 202",Hutchinson,Kansas 67501,67501,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN 
? CMHG MC MD MI OSF PI SF SI SMHA ? TAY SE CJ CO ALZ PTSD SED SMI ? CM COOT ICM 
IPC PRS SEMP SH SPS TPC VRS PEER ? TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Hutchinson Regional Medical Center Behavioral Health,1701 East 23rd Avenue,Hutchinson,Kansas 67502,67502,"? MH SUMH ? HI ? PSY ? AT CBT DBT GT IPT PTM ? CIT ? PVTN ? MC MD MI PI SF SI ? CM 
DEC FPSY IPC SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH"
Southeast Kansas MH Center,304 North Jefferson Avenue,Iola,Kansas 66749,66749,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT ? CIT ? LMG ? CLF CMHG CSBG 
MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? SED SMI ? CM PRS SEMP SH 
SPS ? STU ? SMPD ? ADLT CHLD SNR YAD"
Pawnee Mental Health Services,814 Caroline Avenue,Junction City,Kansas 66441,66441,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT IPT PTM ? CIT ? PVTN ? MC MD MI PI SF SI 
SMHA ? SS ? CO SED SMI ? COOT SPS ? SMON ? ADLT CHLD SNR YAD ? AH"
Family Conservancy,5424 State Avenue,Kansas City,Kansas 66102,66102,"? MH ? OP ? OMH ? AT BMT CBT CFT IPT TT ? PVTN ? CLF MD OSF PI SF VAF ? SS ? CM 
COOT FPSY LAD SPS ? STU ? SMPD ? ADLT CHLD SNR YAD ? SP"
KVC Hospitals Inc KVC Prairie Ridge Psychiatric Hosp,4300 Brenner Drive,Kansas City,Kansas 66104,66104,"? MH SUMH ? HI RES TELE ? PSY ? AT CBT CFT DBT GT IPT PTM TT ? WI ? PVTN ? CLF ITU 
MD MI OSF PI SF SMHA ? TRMA PTSD SED ? SMON ? CHLD ? AH ? SP"
University of Kansas Hospital,4000 Cambridge Street,Kansas City,Kansas 66160,66160,"? MH SUMH ? HI OP TELE ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? CIT WI ? 
LMG ? MC MD MI PI SF SI VAF ? CO SMI ? CM DEC ES FPSY IPC SPS ? NRT STU TCC ? 
SMON ? ADLT SNR YAD ? AH"
Wyandot Center for Community Behavioral Healthcare Inc,7840 Washington Avenue,Kansas City,Kansas 66112,66112,"? MH SUMH ? OP ? CMHC ? AT BMT CBT GT IDD IPT PTM TT ? CIT ? PVTN ? CLF CMHG MD 
PI SCJJ SF SI SWFS ? PA SS ? GL TRMA SED ? CM COOT PRS SPS ? SMPD ? CHLD ? SP"
Wyandot Center for Community Behavioral Healthcare Inc,1301 North 47th Street,Kansas City,Kansas 66102,66102,"? MH SUMH ? OP ? CMHC ? BMT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF CMHG MC MD 
MI PI SCJJ SF SI SMHA SWFS ? PA SS ? TAY SE GL VET ADM MF CJ CO TRMA PTSD SMI ? CM 
COOT ICM IPC SEMP SH SPS ? SMPD ? ADLT SNR YAD ? SP"
Horizons Mental Health Center Kingman County Area Office,"760 West D Avenue, Suite 1",Kingman,Kansas 67068,67068,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? CJ CO PTSD SED SMI ? CM 
COOT FPSY SEMP SPS ? SMON ? ADLT CHLD SNR YAD ? AH"
Edwards County Hosp and Healthcare,620 West 8th Street,Kinsley,Kansas 67547,67547,"? MH SUMH ? HI TELE ? PSY ? BMT GT IPT PTM ? PVTN ? MC MD PI SF SWFS ? SE GL VET 
CO HV TRMA TBI ALZ PED PTSD ? CM ES ? NRT STU TCC ? SMON ? ADLT SNR"
Larned State Hospital,1301 Kansas Highway 264,Larned,Kansas 67550,67550,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT DBT GT IDD IPT PTM TT ? CIT ? OSG ? CMHG 
MC MD MI OSF PI SF SMHA SWFS ? PA SS ? SE CJ CO HV TRMA PED PTSD SMI ? CM DEC 
ES FPSY ICM IMR IPC LAD PRS SPS VRS PEER ? NRT NSC STU TCC ? SMON ? ADLT SNR 
YAD ? AH"
Bert Nash Comm Mental Health Ctr,"200 Maine Street, Suite A",Lawrence,Kansas 66044,66044,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SMHA VAF ? SS ? GL CJ CO TRMA PTSD SED 
SMI ? CDM CM COOT DEC ES FPSY HS ICM IMR IPC PRS SEMP SH SPS PEER ? NSC STU 
TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
Guidance Center,500 Limit Street,Leavenworth,Kansas 66048,66048,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? TAY SE GL VET ADM 
MF CJ CO HV TRMA PED PTSD SED SMI ? CM COOT ES FPSY IMR PRS SEMP SH SPS VRS 
PEER ? NSC TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Saint John Hospital Senior Behavioral Health Center,3500 South 4th Street,Leavenworth,Kansas 66048,66048,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT DBT GT IPT PTM ? PVTP ? MC MD MI PI SF ? SE 
CO ALZ ? CDM CM DEC ES FPSY IMR SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR ? AH ? 
SP F25"
Prairie View Inc,1102 Hospital Drive,McPherson,Kansas 67460,67460,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SF SMHA SWFS VAF ? CO SED SMI ? CM COOT ES SPS ? 
SMON ? ADLT CHLD SNR YAD"
Horizons Mental Health Center Barber County Area Office,102 South Main Street,Medicine Lodge,Kansas 67104,67104,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SED SMI ? CM FPSY SPS PEER 
? SMON ? ADLT CHLD SNR YAD ? AH"
Jewish Family Services,"5801 West 115th Street, Suite 103",Leawood,Kansas 66211,66211,"? MH ? OP ? OMH ? CBT CFT GT IPT TT ? PVTN ? CLF MC PI SF ? SS ? SE PTSD SED ? FPSY 
SPS ? SMON ? ADLT CHLD SNR YAD ? AH"
Southwest Guidance Center Inc,333 West 15th Street,Liberal,Kansas 67901,67901,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IPT PTM ? WI ? PVTN ? CLF CMHG CSBG MC 
MD MI OSF PI SCJJ SF SMHA SWFS VAF ? SS ? SED SMI ? CM COOT HS PRS SPS ? SMPD ? 
ADLT CHLD SNR YAD"
Pawnee Mental Health Services,2001 Claflin Road,Manhattan,Kansas 66502,66502,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT GT IPT PTM ? CIT ? PVTN ? CLF CMHG CSBG 
MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? SS ? CO SED SMI ? COOT SPS ? SMON ? 
ADLT CHLD SNR YAD ? AH ? SP"
Pawnee Mental Health Services,"406 North 3rd Street, Suite 3",Marysville,Kansas 66508,66508,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IPT ? CIT ? PVTN ? MC MD MI PI SF SI 
SMHA ? SS ? CO SED SMI ? CM COOT SPS ? SMON ? ADLT CHLD SNR YAD ? AH"
Johnson County Mental Health Center,"6000 Lamar Avenue, Suite 130",Mission,Kansas 66202,66202,"? MH ? OP ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF CMHG 
MC MD MI OSF PI SCJJ SF SMHA SWFS ? ACT CDM CM COOT FPSY HS ICM IMR PRS SEMP 
SH SPS VRS PEER ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
Prairie View Inc,1901 East 1st Street,Newton,Kansas 67114,67114,"? MH SUMH ? HI OP PHDT RES TELE ? PSY ? CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
PVTN ? CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SMHA SWFS VAF ? CO PED SED SMI ? 
CM COOT ES FPSY PRS SH SPS ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH ? 
SP"
High Plains Mental Health Center Norton Branch Office,211 South Norton Avenue,Norton,Kansas 67654,67654,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IPT PTM TT ? CIT WI ? LMG ? CLF CMHG 
MC MD MI PI SF SMHA ? CM COOT ICM PRS SPS ? SMPD ? ADLT CHLD SNR YAD ? AH"
Cottonwood Springs LLC,13351 South Arapaho Drive,Olathe,Kansas 66062,66062,"? MH SUMH ? HI OP PHDT ? PSY ? AT CBT DBT GT IDD PTM ? CIT WI ? PVTP ? MC MI PI SF 
VAF ? CO ? SPS ? NRT NSC STU TCC ? SMPD ? ADLT SNR YAD ? AH"
KIDS TLC,480 South Rodgers Road,Olathe,Kansas 66062,66062,"? MH SUMH ? OP PHDT RES TELE ? MSNH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? 
PVTN ? CLF CSBG MD MI PI SCJJ SF SI SWFS ? GL MF CO TRMA TBI PED PTSD SED ? CM 
COOT FPSY ? SMON ? CHLD YAD ? AH ? SP"
High Plains Mental Health Center Osborne Branch Office,209 West Harrison Street,Osborne,Kansas 67473,67473,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IPT PTM TT ? CIT WI ? LMG ? CLF CMHG 
MC MD MI PI SF SMHA ? SS ? CM COOT ICM PRS SPS ? SMPD ? ADLT CHLD SNR YAD ? AH"
Awakenings KC,5300 West 94th Terrace Suite 200,Overland Park,Kansas 66207,66207,"? MH SUMH ? OP PHDT ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? PI SF 
? GL CO TRMA PED PTSD SED SMI ? COOT ES ? NRT NSC STU TCC ? SMPD ? ADLT CHLD 
SNR YAD ? SP"
Elizabeth Layton Center,25955 West 327th Street,Paola,Kansas 66071,66071,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? SS ? SED ? CM COOT FPSY PRS SPS ? 
NSC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Lakemary Center Inc Childrens PRTF,100 Lakemary Drive,Paola,Kansas 66071,66071,"? MH ? RES TELE ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF MD OSF PI 
SCJJ SEF SF SI SMHA SWFS ? GL TRMA PTSD SED ? CM DEC ES FPSY PRS SPS ? SMON ? 
CLHD"
Guidance Center Jefferson County,1102 Walnut Street,Oskaloosa,Kansas 66066,66066,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? TAY SE GL VET ADM 
MF CJ CO HV TRMA PED PTSD SED SMI ? CM COOT ES FPSY IMR PRS SEMP SH SPS VRS 
PEER ? NSC TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Elizabeth Layton Center Outpatient/CBS Services,2537 Eisenhower Road,Ottawa,Kansas 66067,66067,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? SS ? SED ? CM COOT FPSY PRS SPS ? 
NSC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Labette Center for Mental Health Services Inc,1730 Belmont Avenue,Parsons,Kansas 67357,67357,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI PI SCJJ SF SI SMHA SWFS VAF ? SS ? CO SED SMI ? CM COOT 
FPSY ICM PRS SH SPS PEER ? TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
High Plains Mental Health Center Phillipsburg Branch Office,783 7th Street,Phillipsburg,Kansas 67661,67661,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IPT PTM TT ? CIT WI ? LMG ? CLF CMHG MC 
MD MI PI SF SMHA ? CM COOT ICM PRS ? SMPD ? ADLT CHLD SNR YAD ? AH"
Community Mental Health Center Inc Crawford County,911 East Centennial Drive,Pittsburg,Kansas 66762,66762,"? MH SUMH ? OP ? CMHC ? CBT IDD IPT PTM ? CIT WI ? LMG ? CLF CMHG CSBG MC MD MI 
OSF PI SCJJ SF SI SMHA SWFS ? PA SS ? STU ? SMPD ? ADLT SNR YAD ? AH"
Crawford County Mental Health Adult Programs,3101 Michigan Street,Pittsburg,Kansas 66762,66762,"? MH SUMH ? OP ? CMHC ? CBT IDD IPT ? CIT WI ? LMG ? CLF CMHG CSBG MC MD MI OSF 
PI SCJJ SF SI SMHA SWFS ? PA SS ? SMI ? CM PRS SEMP SH ? STU ? SMPD ? ADLT SNR 
YAD ? AH"
Families/Children Together,411 East Madison Street,Pittsburg,Kansas 66762,66762,"? MH ? OP ? CMHC ? CBT IPT ? CIT WI ? LMG ? CLF CMHG CSBG MD OSF PI SCJJ SF SI 
SMHA SWFS ? PA SS ? SED ? CM PRS ? STU ? SMPD ? CHLD ? AH"
Southeast Kansas MH Center,505 West 15th Street,Pleasanton,Kansas 66075,66075,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT GT IDD IPT PTM ? CIT WI ? OSG ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? SED SMI ? CM 
PRS SEMP SH SPS ? STU TCC ? SMPD ? ADLT CHLD SNR YAD"
Horizons Mental Health Center Pratt County Area Office,602 East 2nd Street,Pratt,Kansas 67124,67124,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA ? CJ CO PTSD SED SMI ? CM 
COOT FPSY SPS PEER ? SMON ? ADLT CHLD SNR YAD"
