Name,Address,City,State,Zip,Services
Baton Rouge General Medical Center Behavioral Health Unit,3600 Florida Boulevard,Baton Rouge,Louisiana 70806,70806,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? PVTN ? MC 
MD MI PI SF VAF ? SE CO TRMA ALZ PTSD ? CDM CM FPSY ICM IMR IPC LAD SPS ? NRT 
NSC STU TCC ? SMON ? ADLT SNR ? AH"
Beacon Behavioral Hospital IOP Baton Rouge,10425 Plaza Americana Drive,Baton Rouge,Louisiana 70816,70816,"? MH ? PHDT ? PH ? CBT DBT GT IPT PTM ? CIT ? PVTP ? MC MD PI SF ? SE SMI ? SMPD ? 
ADLT SNR YAD ? AH"
Capital Area Human Services District Center for Adult Behavioral Health,"4615 Government Street , Building 2",Baton Rouge,Louisiana 70806,70806,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? LMG ? CMHG MC 
MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ? PA SS ? CJ CO TRMA PTSD SMI ? CDM CM 
COOT DEC FPSY IMR IPC PRS SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? 
AH"
Capital Area Human Services/Gonzales M,1112 East Ascension Complex Boulevard,Baton Rouge,Louisiana 70806,70806,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? SMA ? 
CMHG CSBG MC MD PI SF SMHA ? PA SS ? CO ? DEC ES FPSY SPS ? NRT NSC STU TCC ? 
SMPD ? ADLT CHLD SNR YAD ? AH"
Family Service of Greater Baton Rouge,4727 Revere Avenue,Baton Rouge,Louisiana 70808,70808,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? PVTN ? CSBG MC MD PI 
SF ? PA SS ? TAY SE GL CJ CO HV TRMA PTSD ? ACT CM COOT FPSY ICM IMR IPC SPS ? 
TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Legacy Behavioral Health of LA LLC,"11505 Perkins Road , Building 1",Baton Rouge,Louisiana 70810,70810,"? MH ? OP ? OMH ? BMT CBT CFT DBT IDD IPT PTM TT ? PVTP ? PI SF SI ? SMPD ? ADLT 
SNR YAD ? SP"
Margaret Dumas Mental Health Ctr Capital Area Human Services District,3843 Harding Boulevard,Baton Rouge,Louisiana 70807,70807,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IDD IPT PTM TT ? CIT WI ? SMA ? CMHG 
CSBG MC MD MI OSF PI SF SMHA SWFS ? PA SS ? CO SMI ? COOT DEC ES FPSY PEER ? 
NRT STU TCC ? SMON ? ADLT SNR YAD ? AH"
Oceans Behavioral Hospital Baton Rouge,11135 Florida Boulevard,Baton Rouge,Louisiana 70815,70815,"? MH SUMH ? HI OP ? PSY ? AT GT IDD IPT PTM ? CIT WI ? PVTP ? MC MD PI SF SI SMHA 
SWFS VAF ? SE CO ALZ ? CM DEC ES ? NRT NSC STU TCC ? SMPD ? ADLT SNR ? AH"
Our Lady of Lake Regional Med Ctr Tau Center,8080 Margaret Ann Avenue,Baton Rouge,Louisiana 70809,70809,"? MH ? HI ? PSY ? AT CBT CFT DBT GT IDD IPT PTM ? CIT WI ? PVTN ? MC MD MI OSF PI SF 
SMHA SWFS VAF ? SE CO SMI ? CDM DEC FPSY IMR ? NRT NSC STU TCC ? SMON ? ADLT 
CHLD SNR YAD ? AH"
Our Lady of the Lake Physician Group Family Center Outpt MH,7777 Hennessy Boulevard Suite 6000,Baton Rouge,Louisiana 70808,70808,"? MH SUMH ? OP ? OMH ? IPT PTM ? CIT ? PVTN ? FQHC ? CLF CMHG CSBG ITU MC MD MI 
OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY SE GL VET ADM MF CO HV TRMA TBI ALZ 
PED PTSD SED SMI ? STU ? SMON ? ADLT CHLD SNR YAD ? AH"
Our Lady of the Lake Regional Medical Center,5000 Hennessy Boulevard,Baton Rouge,Louisiana 70809,70809,"? MH ? HI OP ? PSY ? AT BMT CBT CFT GT IDD IPT PTM TT ? WI ? PVTN ? MC MD MI PI SF 
VAF ? SE CO SMI ? ES SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH"
Southeast Louisiana VA HCS Baton Rouge VA Clinic,7968 Essen Park Avenue,Baton Rouge,Louisiana 70809,70809,"? MH ? OP TELE ? CBT GT IPT PTM ? CIT ? VAMC ? VAF ? GL VET HV PTSD ? DEC ES IPC 
SPS PEER ? NSC STU TCC ? SMPD ? ADLT SNR YAD ? VO ? AH"
Bogalusa Behavioral Health Clinic,2106 Avenue F,Bogalusa,Louisiana 70427,70427,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT GT IDD IPT PTM ? WI ? OSG ? CMHG MC MD MI 
OSF PI SCJJ SF SMHA ? SS ? CM COOT IMR SEMP SPS PEER ? NRT NSC STU TCC ? SMON 
? ADLT CHLD SNR YAD ? AH"
Our Lady of the Angels Hospital Behavioral Health Unit,433 Plaza Street,Bogalusa,Louisiana 70427,70427,"? MH SUMH ? HI ? PSY ? AT CBT GT IDD PTM ? PVTN ? CLF MC MD MI OSF PI SF SI SMHA 
VAF ? PA ? TAY GL VET ADM MF CJ CO HV TRMA PTSD SMI ? CM DEC ES FPSY SPS ? NRT 
NSC STU TCC ? SMON ? ADLT YAD ? AH ? SP F4 F19 F28 F30 F47 F92"
Southeast Louisiana VA HCS VA Outpatient Clinic,512 Ontario Avenue,Bogalusa,Louisiana 70427,70427,"? MH ? OP TELE ? GT IPT PTM ? VAMC ? VAF ? VET PTSD ? DEC ES HS IPC SPS ? NSC STU 
? SMPD ? ADLT SNR YAD ? VO ? AH"
Red River Behavioral Center LLC,2800 Melrose Avenue,Bossier City,Louisiana 71111,71111,"? MH ? HI ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? MC MD MI PI 
SF SI VAF ? SE VET ADM MF TRMA ALZ PTSD ? CDM CM DEC ES FPSY ICM IMR IPC PRS SPS 
? NRT NSC STU TCC ? SMPD ? SNR ? AH"
Genesis Behavioral Hospital,606 Latiolais Drive,Breaux Bridge,Louisiana 70517,70517,"? MH SUMH ? HI TELE ? PSY ? AT BMT GT IPT PTM ? CIT WI ? PVTP ? MC MD PI SF SI ? CO 
SMI ? PRS SPS ? STU TCC ? SMPD ? ADLT SNR ? AH"
Beacon Behavioral Hospital,323 Evergreen Street,Bunkie,Louisiana 71322,71322,"? MH SUMH ? HI TELE ? PSY ? AT CBT CFT GT IPT PTM ? CIT WI ? PVTP ? MC MD MI PI SF 
SI SMHA VAF ? SE CO ALZ PTSD SMI ? FPSY IPC SPS ? NRT NSC STU TCC ? SMPD ? ADLT 
SNR YAD ? AH"
Bunkie General Hospital DPP PACES,427 Evergreen Street/ P.O. Box 380,Bunkie,Louisiana 71322,71322,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT DBT GT IDD IPT PTM TT ? CIT ? OSG ? MC ? 
SE GL VET MF CJ CO HV TRMA ALZ PED PTSD SMI ? CM COOT FPSY PRS SPS ? NRT NSC 
STU TCC ? SMPD ? ADLT SNR YAD"
Community Support Services of Louisiana,1140 Shirley Road,Bunkie,Louisiana 71322,71322,"? MH ? OP ? OMH ? BMT CBT GT IPT PTM ? PVTP ? MD ? TAY SE TRMA SED SMI ? FPSY PRS 
SPS ? SMON ? ADLT CHLD SNR YAD"
Behavioral Medicine Unit of Acadia Saint Landry Hospital,810 South Broadway Street,Church Point,Louisiana 70525,70525,"? MH SUMH ? HI ? PSY ? AT BMT CBT GT IDD IPT PTM TT ? PVTP ? CLF CMHG ITU MC MD 
MI OSF PI SEF SF SI SMHA SWFS VAF ? SE GL VET CJ CO HV TRMA ALZ PTSD SMI ? CM ES 
FPSY IMR PRS SPS ? NRT NSC STU TCC ? SMPD ? ADLT SNR YAD ? AH ? F4 F19 F28"
Columbia Behavioral Health Clinic,5159 Highway 4 East,Columbia,Louisiana 71418,71418,"? MH SUMH ? OP TELE ? OMH ? CBT GT IDD IPT PTM ? SMA ? CMHG CSBG MC MD MI OSF 
PI SF ? PA SS ? SMI ? COOT PRS ? NRT STU TCC ? SMON ? ADLT CHLD SNR YAD"
CHRISTUS Coushatta Healthcare Ctr,1635 Marvel Street,Coushatta,Louisiana 71019,71019,? MH ? OP PHDT ? OMH ? GT IPT PTM ? PVTN ? MC PI SF ? SE CO ? SMON ? SNR
Lakeview Regional Medical Center Lakeview Regional Behavioral Health,5025 Keystone Boulevard Suite 300,Covington,Louisiana 70433,70433,"? MH SUMH ? HI ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? MC MD MI 
PI SF SI VAF ? SE VET CO TRMA ALZ PTSD ? CDM CM DEC ES FPSY IMR IPC PRS SPS ? NRT 
NSC STU TCC ? SMON ? ADLT SNR ? AH ? SP F28"
Crowley Behavioral Health Clinic,1822 West 2nd Street,Crowley,Louisiana 70526,70526,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? OSG ? CMHG 
MC MD MI OSF PI SF SI SMHA ? PA SS ? CO SED SMI ? COOT DEC FPSY IMR SPS ? NRT 
NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Genesis Outpatient Services Crowley,318 East Park Street,Crowley,Louisiana 70526,70526,"? MH SUMH ? PHDT ? PH ? GT PTM ? CIT ? PVTP ? MC PI SF ? SE CO SMI ? SMPD ? ADLT 
SNR YAD"
Delhi Community Health Center,109 Elm Street,Delhi,Louisiana 71232,71232,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? LMG ? FQHC ? 
CLF CMHG CSBG ITU MC MD OSF PI SCJJ SF SI SMHA SWFS VAF ? SS ? CM COOT DEC ES 
FPSY IPC ? NSC STU ? SMPD ? ADLT CHLD SNR YAD ? AH"
Imperial Calcasieu Human Services Beauregard Behavioral Health Clinic,106 West Port Street,Deridder,Louisiana 70634,70634,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? WI ? LMG ? CLF CMHG 
CSBG MC MD MI PI SF SI SMHA ? SS ? COOT FPSY SPS PEER ? NRT NSC STU TCC ? SMON 
? ADLT CHLD SNR YAD ? AH"
Oceans Behavioral Hospital DeRidder,1420 Blankenship Drive,Deridder,Louisiana 70634,70634,"? MH SUMH ? HI OP PHDT ? PSY ? AT CBT GT IPT PTM TT ? WI ? PVTP ? MC MD MI PI SF SI 
VAF ? SE CO ALZ ? CM ES ICM SPS ? SMPD ? ADLT SNR ? AH"
Donaldsonville Mental Health,901 Catalpa Street,Donaldsonville,Louisiana 70346,70346,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? SMA ? CMHG 
CSBG MC MD OSF PI SF SMHA ? PA SS ? CO ? DEC ES FPSY ? NSC STU TCC ? SMPD ? 
ADLT CHLD SNR YAD ? AH"
Union General Hospital Intensive Outpatient Program (IOP),901 James Avenue,Farmerville,Louisiana 71241,71241,"? MH ? OP ? OMH ? BMT CBT CFT DBT GT IPT PTM ? PVTN ? MC MI PI SF ? SE ? CDM CM ? 
SMPD ? ADLT SNR"
Holistic Educational Rehab Center,2100 Belle Chasse Highway,Gretna,Louisiana 70053,70053,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? CIT ? PVTN ? MD OSF PI SF ? 
SS ? GL CO TRMA PED PTSD ? CM COOT DEC ES FPSY ICM PRS SPS ? SMPD ? ADLT CHLD 
SNR YAD"
FPHSA Rosenblum Behav Hlth Ctr Adult Services,835 Pride Drive Suite B,Hammond,Louisiana 70401,70401,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF CMHG 
CSBG MC MD MI OSF PI SF SI SMHA ? PA SS ? TAY SE GL CO HV TRMA PTSD SED SMI ? CM 
COOT FPSY IMR IPC PRS SEMP SH SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT CHLD 
SNR YAD ? AH"
New Beginnings Behav Healthcare,1417 West Morris Avenue Suite E,Hammond,Louisiana 70403,70403,"? MH SUMH ? OP ? OMH ? BMT CBT IPT PTM ? CIT ? PVTP ? MD ? PTSD ? PRS ? SMPD ? 
CHLD"
Southeast Louisiana VA HCS Hammond VA Clinic,1131 South Morrison Boulevard,Hammond,Louisiana 70403,70403,"? MH SUMH ? OP TELE ? CBT GT IPT PTM ? VAMC ? VAF ? VET TRMA PTSD ? DEC ES HS 
IPC SPS ? NSC STU TCC ? SMPD ? ADLT SNR YAD ? VO ? AH"
NAMI New Orleans Westbank,2051 8th Street,Harvey,Louisiana 70058,70058,"? MH ? OP PHDT ? OMH ? BMT CBT DBT GT IPT PTM TT ? CIT ? PVTN ? CMHG MC MD SMHA 
? TRMA PTSD SMI ? CM ES ICM PRS SH PEER ? SMPD ? ADLT SNR YAD"
Claiborne Memorial Medical Center Senior Care Center,620 East College Street,Homer,Louisiana 71040,71040,"? MH ? HI TELE ? PSY ? AT BMT CBT CFT GT IPT PTM ? LMG ? MC MD PI SF ? SE ALZ ? CM 
IPC ? NRT NSC STU TCC ? SMON ? ADLT SNR ? AH"
Compass Behavioral Center Houma,4701 West Park Avenue,Houma,Louisiana 70364,70364,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT GT IDD IPT PTM TT ? PVTP ? ITU MC 
MD MI PI SF SI SMHA VAF ? CDM CM COOT DEC ES FPSY IMR SPS ? NRT NSC STU TCC ? 
SMPD ? ADLT SNR"
Leonard J Chabert Medical Center,1978 Industrial Boulevard,Houma,Louisiana 70363,70363,"? MH SUMH ? HI TELE ? PSY ? BMT CBT ECT GT IDD PTM ? PVTN ? MC MD PI SF ? PA ? GL 
CO PTSD SMI ? CDM CM DEC HS IMR SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? 
AH"
Southeast Louisiana VA HCS Houma VA Clinic,6433 West Park Avenue,Houma,Louisiana 70364,70364,"? MH ? OP TELE ? BMT CBT CFT GT IPT PTM ? CIT WI ? VAMC ? VAF ? SE GL VET CO TBI 
ALZ PTSD SMI ? CDM DEC ES FPSY HS IPC SEMP SH SPS VRS PEER ? NRT NSC STU TCC ? 
SMPD ? ADLT SNR YAD ? VO"
Terrebonne Behavioral Health Center,5599 Highway 311,Houma,Louisiana 70360,70360,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? WI ? LMG ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SF SI SMHA ? PA SS ? GL CO TRMA SMI ? CM COOT DEC FPSY 
IMR IPC SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
LaSalle General Hospital,187 9th Street,Jena,Louisiana 71342,71342,"? MH SUMH ? HI ? PSY ? IPT ? CIT ? LMG ? MC MD MI PI SF SI VAF ? SE CO ALZ SMI ? NSC ? 
SMON ? ADLT SNR"
Compass Health Jennings Senior Care Hospital,1 Hospital Drive Suite 201,Jennings,Louisiana 70546,70546,"? MH SUMH ? HI ? PSY ? AT GT IPT PTM ? PVTP ? ITU MC MD PI SF SI VAF ? SE VET ALZ ? 
CM IMR PRS SPS ? SMPD ? ADLT SNR ? AH ? F28"
Jefferson Davis Behav Health Clinic,1211 North Cutting Avenue,Jennings,Louisiana 70546,70546,"? MH SUMH ? OP ? OMH ? CBT GT IDD IPT PTM ? LMG ? CMHG CSBG MC MD MI PI SF SI 
SMHA ? CO TRMA SED SMI ? IMR ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Abrom Kaplan Memorial Hospital Behavioral Health Unit,1310 West 7th Street,Kaplan,Louisiana 70548,70548,"? MH ? HI ? PSY ? AT BMT CBT GT IDD IPT PTM TT ? PVTN ? MC MD PI SF ? CM SPS ? STU 
TCC ? SMPD ? ADLT SNR ? AH"
Allen Parish Hospital,108 North 6th Avenue,Kinder,Louisiana 70648,70648,"? MH SUMH ? HI ? PSY ? AT BMT CBT CFT GT IDD IPT PTM ? WI ? LMG ? CLF ITU MC MD MI 
PI SCJJ SF SI VAF ? PA SS ? SE VET CO HV TRMA PED PTSD SMI ? CDM CM COOT ES FPSY 
IMR LAD SPS ? NRT STU TCC ? SMPD ? ADLT YAD"
Beacon Behavioral Hosp/Northshore,64026 Highway 434 Suite 300,Lacombe,Louisiana 70445,70445,"? MH ? HI ? PSY ? AT BMT CBT CFT GT IDD IPT PTM ? PVTP ? MC MD PI SF SI ? SE CO ALZ 
? CM ES FPSY SPS ? NRT STU ? SMON ? ADLT SNR ? AH"
Alexandria VA Healthcare System Lafayette Community Based Outpatient,309 Saint Julien Avenue,Lafayette,Louisiana 70506,70506,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT PTM TT ? VAMC ? PI VAF ? SE VET CO 
TRMA PTSD SMI ? ES FPSY IMR SPS ? NSC TCC ? SMPD ? ADLT SNR YAD ? VO"
Compass Behavioral Center Lafayette,312 Youngsville Highway,Lafayette,Louisiana 70508,70508,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT DBT GT IDD IPT PTM ? WI ? PVTP ? MC MD PI SF 
? CO ALZ ? ES ? SMPD ? ADLT SNR"
Compass Behavioral Center Lafayette,1015 Saint John Street,Lafayette,Louisiana 70501,70501,"? MH SUMH ? OP PHDT TELE ? PH ? BMT CBT CFT GT IDD IPT PTM ? WI ? PVTP ? MC MD PI 
SF VAF ? SE CO SMI ? CDM DEC ES FPSY HS ICM IMR IPC PRS SPS ? STU ? SMPD ? ADLT 
SNR YAD"
Dr Joseph Henry Tyler Jr BH Clinic,302 Dulles Drive,Lafayette,Louisiana 70506,70506,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF 
CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? CJ CO TRMA 
PTSD SED SMI ? COOT FPSY IMR SPS PEER ? STU TCC ? SMPD ? ADLT CHLD SNR YAD ? 
AH ? F17"
Genesis Outpatient Services Lafayette,847 Stewart Street,Lafayette,Louisiana 70501,70501,"? MH SUMH ? OP PHDT TELE ? PH ? BMT GT IPT PTM ? PVTP ? MC PI SF ? CO SMI ? COOT 
SPS ? SMPD ? ADLT SNR"
Rehabilitation Service of Acadiana,1017 Saint John Street,Lafayette,Louisiana 70501,70501,"? MH ? OP ? CMHC ? BMT CBT IPT PTM ? PVTP ? MD ? TAY SE GL VET MF CJ HV TRMA TBI 
PED PTSD SED SMI ? FPSY PRS SPS ? TCC ? SMPD ? ADLT CHLD SNR YAD"
Vermilion Behavioral Health Systems,2520 North University Avenue,Lafayette,Louisiana 70507,70507,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
PVTP ? MC MD MI PI SCJJ SF VAF ? CO ? ACT CDM CM COOT DEC ES FPSY ICM IMR IPC 
PRS SEMP SPS VRS ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Bridgeway Psychiatric Center 3451,5th Avenue,Lake Charles,Louisiana 70607,70607,"? MH SUMH ? OP PHDT TELE ? PH ? AT CBT GT IPT PTM ? CIT ? PVTP ? MC MD PI SF SI 
SMHA ? SE GL VET ADM MF CJ CO HV TRMA PTSD SMI ? COOT ES ICM PRS ? SMPD ? ADLT 
SNR YAD"
Calcasieu Oaks Behavioral Hospital,2837 Ernest Street Suite A,Lake Charles,Louisiana 70601,70601,"? MH SUMH ? HI ? PSY ? AT CFT GT IPT PTM ? CIT ? PVTN ? MC MD MI PI SF VAF ? CO SMI 
? CM DEC FPSY SPS ? NRT NSC STU TCC ? SMPD ? ADLT YAD ? AH"
Disney and Associates,Counseling Services of Southwest LA 2711 Ernest Street,Lake Charles,Louisiana 70601,70601,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT TT ? CIT ? PVTP ? CMHG CSBG 
MC MD MI PI SCJJ SF SI SMHA SWFS ? TAY SE GL ADM MF CJ CO TRMA PED PTSD SED SMI 
? CM COOT FPSY PRS ? SMPD ? ADLT CHLD SNR YAD ? AH"
Family and Youth Csl Agency,220 Louie Street,Lake Charles,Louisiana 70601,70601,"? MH ? OP ? OMH ? BMT CBT CFT GT IDD IPT TT ? PVTN ? CLF OSF PI SCJJ SF ? COOT ES 
FPSY SPS ? SMPD ? ADLT CHLD SNR YAD ? SP"
Lake Charles Memorial System Behavioral Health Services,1701 Oak Park Boulevard,Lake Charles,Louisiana 70601,70601,"? MH SUMH ? HI OP ? PSY ? AT GT IDD IPT PTM ? CIT WI ? PVTN ? MC MD MI PI SF SI ? SE 
CO ALZ ? ES FPSY ? STU TCC ? SMON ? ADLT SNR ? AH"
Oceans Behavioral Hospital Lake Charles,4250 5th Avenue,Lake Charles,Louisiana 70607,70607,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM ? CIT ? PVTP ? MC 
MD MI PI VAF ? TAY SE CO TRMA TBI ALZ PED PTSD SED SMI ? CM SPS ? NSC STU TCC ? 
SMPD ? ADLT CHLD SNR YAD"
River Place Behavioral Health,500 Rue de Sante,La Place,Louisiana 70068,70068,"? MH SUMH ? HI OP ? PSY ? IPT ? PVTP ? SF ? TAY SMI ? ACT ICM ? SMON ? ADLT SNR YAD 
? AH ? SP F17"
River Parishes Treatment Center,1809 West Airline Highway,La Place,Louisiana 70068,70068,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? WI ? LMG ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SF SI SMHA ? PA SS ? GL CO TRMA SMI ? CM COOT DEC FPSY 
IMR IPC SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Caring Choices of Leesville,105 Belview Road,Leesville,Louisiana 71446,71446,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM ? CIT ? LMG ? FQHC ? CMHG 
CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? PA SS ? CO ? CM COOT ES FPSY IMR 
SPS PEER ? STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Rehab Services of Cenla Leesville,103 North 5th Street,Leesville,Louisiana 71446,71446,"? MH ? OP TELE ? CMHC ? BMT CBT CFT IPT PTM ? CIT ? PVTP ? MD PI SI SMHA ? CM FPSY 
ICM PRS ? SMPD ? ADLT CHLD SNR YAD"
Saint Charles Hospital,1057 Paul Mallard Road,Luling,Louisiana 70070,70070,"? MH SUMH ? HI ? PSY ? AT BMT CBT GT IPT PTM TT ? WI ? LMG ? ITU MC MD MI PI SCJJ SF 
SI SMHA SWFS VAF ? CO PTSD ? CDM CM DEC ES FPSY SPS ? NRT NSC STU TCC ? SMON 
? ADLT YAD ? AH"
Beacon Behavioral Hospital,2471 Louisiana Avenue,Lutcher,Louisiana 70071,70071,"? MH SUMH ? HI OP PHDT ? PSY ? AT CBT CFT GT IDD IPT PTM ? CIT ? PVTP ? MC MD MI PI 
SF VAF ? SE CO ALZ SMI ? CM DEC ES IMR SPS ? NRT STU TCC ? SMON ? ADLT SNR YAD"
Compass Behavioral Center Mamou,1510 Napoleon Street,Mamou,Louisiana 70554,70554,"? MH SUMH ? OP PHDT TELE ? PH ? GT IPT PTM ? PVTP ? MC PI SF ? CM DEC ES ? STU 
TCC ? SMPD ? ADLT SNR YAD ? F28"
