Name,Address,City,State,Zip,Services
Emory Healthcare Veterans Program,"12 Executive Park Drive NE, 3rd Floor",Atlanta,Georgia 30329,30329,"? MH ? OP PHDT TELE ? MSNH ? AT BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? MC PI SF ? 
PA ? VET ADM MF TRMA TBI PTSD ? CM DEC FPSY ICM ? SMPD ? ADLT SNR YAD"
Families First Inc,80 Joseph E Lowery Boulevard NW,Atlanta,Georgia 30314,30314,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? PVTN ? CLF CMHG CSBG 
OSF PI SF SI SMHA ? SS ? COOT FPSY ? SMON ? ADLT CHLD SNR YAD"
Grady Behavioral Health Center Grady Health Systems,10 Park Place SE,Atlanta,Georgia 30303,30303,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IPT PTM TT ? WI ? PVTN ? CLF CMHG CSBG MC 
MD OSF PI SF SI SMHA ? SE GL CO TRMA PTSD SMI ? ACT CM FPSY ICM IPC SPS ? STU 
TCC ? SMON ? ADLT SNR YAD ? AH"
Grady Memorial Hospital Corporation Department of Psychiatry,80 Jesse Hill Jr Drive SE Atlanta,Georgia 30303,Phone: (404) 616-4784,,"? MH SUMH ? HI ? PSY ? AT CBT DBT GT IDD IPT PTM TT ? WI ? PVTN ? CLF CMHG CSBG 
MC MD OSF PI SF SMHA VAF ? PA SS ? CO SMI ? NRT NSC STU TCC ? SMON ? ADLT SNR 
YAD ? AH ? SP"
Hillside Inc,690 Courtenay Drive NE,Atlanta,Georgia 30306,30306,"? MH SUMH ? OP PHDT RES ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF 
CMHG MD MI OSF PI SEF SF SI SMHA SWFS ? GL TRMA PED PTSD SED ? CM ES FPSY TPC 
? SMON ? CHLD ? AH"
Laurel Heights Hospital,934 Briarcliff Road NE,Atlanta,Georgia 30306,30306,"? MH SUMH ? HI RES TELE ? PSY ? AT BMT CBT GT IDD IPT PTM TT ? WI ? PVTP ? CLF MD 
MI OSF PI SEF SF SI SMHA SWFS VAF ? GL MF CJ TRMA PTSD SED ? CM ES FPSY HS SPS 
TPC ? SMON ? CHLD ? AH"
New Beginnings Today LLC,5680 Fulton Industrial Boulevard,Atlanta,Georgia 30336,30336,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT GT IDD IPT PTM TT ? PVTP ? CLF CMHG CSBG 
MC MD OSF SI SMHA SWFS VAF ? TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED 
SMI ? CDM CM COOT DEC ES FPSY PRS SPS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH ? 
SP"
Odyssey Family Counseling Center,1919 John Wesley Avenue,Atlanta,Georgia 30337,30337,"? MH ? OP TELE ? OMH ? AT BMT CBT CFT DBT IDD IPT PTM TT ? PVTN ? CMHG CSBG MD 
OSF PI SCJJ SF SI SMHA ? SS ? CM ES FPSY ? STU ? SMPD ? ADLT CHLD SNR YAD ? SP"
OGCC Behavioral Health Services Inc,"3915 Cascade Road SW, Suite 130",Atlanta,Georgia 30331,30331,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? MD 
SF SI ? SS ? CO SMI ? CM COOT DEC ES FPSY IMR IPC PRS PEER ? SMPD ? ADLT CHLD 
SNR YAD"
Peachford Behavioral Health System,2151 Peachford Road,Atlanta,Georgia 30338,30338,"? MH SUMH ? HI PHDT ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? WI ? PVTP ? 
MC PI SF ? TAY SE CO TRMA ALZ PTSD SED SMI ? SMON ? ADLT CHLD SNR YAD ? AH"
River Edge Behavioral Health Center Boulevard,265 Boulevard NE,Atlanta,Georgia 30312,30312,"? MH SUMH ? OP TELE ? OMH ? CBT DBT GT IDD IPT PTM ? WI ? LMG ? CLF MC MD PI SF SI 
? PA SS ? CO ? CM COOT SPS PEER ? STU ? SMON ? ADLT SNR YAD ? AH"
Skyland Trail,1961 North Druid Hills Road NE,Atlanta,Georgia 30329,30329,"? MH SUMH ? OP PHDT RES ? RTCA ? AT CBT CFT DBT GT IDD IPT PTM ? PVTN ? PI SF ? 
SMI ? CDM CM COOT DEC ES FPSY ICM IMR IPC PRS SPS PEER ? NRT NSC STU TCC ? 
SMON ? ADLT SNR YAD"
Synaptic Network Inc,1626 Virginia Avenue Suite B,Atlanta,Georgia 30337,30337,"? MH SUMH ? OP TELE ? OMH ? BMT CBT GT IDD IPT ? PVTP ? SF ? COOT ES ? SMPD ? 
ADLT CHLD SNR YAD"
Charlie Norwood VAMC Mental Health Service,1 Freedom Way,Augusta,Georgia 30904,30904,"? MH SUMH ? HI OP RES TELE ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? VAMC ? 
MC MD MI PI SI VAF ? GL VET MF CO TRMA TBI PTSD SMI ? CDM CM DEC ES FPSY HS ICM 
IMR IPC LAD PRS SEMP SH SPS VRS PEER ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? 
VO"
Lighthouse Care Center of Augusta,3100 Perimeter Parkway,Augusta,Georgia 30909,30909,"? MH SUMH ? HI PHDT RES ? PSY ? AT BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTP ? 
MD PI SCJJ SEF SF SI SMHA SWFS ? GL CO TRMA PTSD SED ? DEC ES FPSY IPC SPS ? 
SMON ? CHLD ? AH"
Medical Associates Plus at Belle Terrace,2467 Golden Camp Road,Augusta,Georgia 30906,30906,"? MH SUMH ? OP ? OMH ? CBT CFT IPT PTM ? FQHC ? MC MD MI PI SF SI ? SS ? SE CO HV 
TRMA PTSD SMI ? DEC IPC ? NRT STU TCC ? SMON ? ADLT CHLD SNR YAD"
Quality Care Advocacy Group Inc,1394 Laney Walker Boulevard,Augusta,Georgia 30901,30901,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? 
FQHC ? MD SF SI ? TAY SE GL CO HV TRMA PTSD SED SMI ? CDM CM DEC ES FPSY PRS 
SPS PEER ? SMPD ? ADLT CHLD SNR YAD"
Serenity Behavioral Health Systems Adult Substance Abuse/Adult MH,3421 Mike Padgett Highway,Augusta,Georgia 30906,30906,"? MH SUMH ? OP TELE ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? WI ? OSG ? CLF CMHG 
MC MD MI OSF PI SF SI SMHA ? PA ? HV ? CM COOT HS PRS SEMP SH PEER ? STU ? SMPD 
? ADLT CHLD SNR YAD ? AH ? SP"
Transitional Family Services,3643 Walton Way Extension Building 4,Augusta,Georgia 30909,30909,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF MD PI 
SF SI SWFS ? CO TRMA PTSD ? CM FPSY PRS SPS PEER ? SMON ? ADLT CHLD SNR YAD ? 
AH ? SP"
Cobb/Douglas Community Serv Board,6133 Love Street,Austell,Georgia 30168,30168,"? MH ? OP PHDT ? OMH ? AT CBT CFT GT IPT TT ? SMA ? CLF MC MD MI OSF PI SF SI SMHA 
? PA SS ? CJ CO TRMA PTSD SMI ? ACT CM COOT DEC HS ICM PRS SEMP SPS VRS PEER ? 
TCC ? SMPD ? ADLT SNR YAD ? AH"
Ravens Nest Foundation,"3875 Austell Road, Suite 303",Austell,Georgia 30106,30106,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? 
CLF CMHG CSBG MC MD MI OSF PI SF VAF ? PA SS ? TAY SE GL VET ADM MF CJ CO HV 
TRMA PED PTSD SED SMI ? CM COOT DEC ES FPSY SPS TPC ? STU TCC ? SMON ? ADLT 
CHLD SNR YAD ? SP"
Wellstar BH Center at Cobb Hospital,3950 Austell Road,Austell,Georgia 30106,30106,"? MH SUMH ? HI ? PSY ? AT BMT CBT CFT GT IDD PTM ? CIT ? PVTN ? MC MD MI PI SF 
SMHA ? GL CO HV SMI ? CM ? NRT STU ? SMON ? ADLT SNR YAD ? AH"
Decatur County Mental Health Center,1005 South Washington Street,Bainbridge,Georgia 39819,39819,"? MH SUMH ? OP ? CMHC ? AT CBT CFT GT IDD IPT PTM TT ? SMA ? CSBG MC MD MI SF SI 
SMHA VAF ? SS ? CO SMI ? CM COOT FPSY PRS SH SPS ? STU ? SMPD ? ADLT CHLD SNR 
YAD"
McIntosh Trail CSB Lamar County Counseling Center,"133 Forsyth Street, Suite 3",Barnesville,Georgia 30204,30204,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? WI ? SMA ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ? PA ? TAY SE GL VET ADM MF CJ CO 
HV TRMA PTSD SED SMI ? CM COOT ES FPSY HS IMR IPC PRS SEMP SH SPS VRS PEER ? 
NRT STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Appling Counseling Center BHDD,755 South Main Street,Baxley,Georgia 31513,31513,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? CMHG 
MC MD OSF PI SF SI SWFS ? PA SS ? CO SMI ? CM COOT DEC ES FPSY HS ICM IMR PRS SH 
SPS PEER ? STU TCC ? SMON ? ADLT CHLD SNR YAD"
Appling Healthcare System,163 East Tollison Street,Baxley,Georgia 31513,31513,"? MH SUMH ? HI PHDT ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM ? PVTN ? MC MD MI PI 
SF SI VAF ? SE VET CO ALZ PTSD SMI ? CDM CM DEC ES FPSY IMR PRS SPS ? NRT STU 
TCC ? SMPD ? ADLT SNR"
Avita Community Partners Union MH/SA Clinic,76 Hunt Martin Street Suite A,Blairsville,Georgia 30512,30512,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP 
? CLF CMHG CSBG MD MI OSF SCJJ SEF SF SMHA SWFS VAF ? PA SS ? CJ CO PTSD ? ACT 
CM COOT FPSY HS ICM PRS SEMP SPS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH"
Albany Area Community Serv Board Early County Mental Health Center,763 Jesse Johnson Street,Blakely,Georgia 39823,39823,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? OSG ? 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY SE CO PTSD 
SED SMI ? CM COOT ES FPSY HS PRS SEMP SPS ? SMON ? ADLT CHLD SNR YAD ? AH"
KidsPeace/Bowdon Campus,101 Kidspeace Drive,Bowdon,Georgia 30108,30108,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? MD MI PI SCJJ 
SF SI SMHA SWFS ? GL CO TRMA PTSD SED ? COOT FPSY IPC SPS ? SMON ? CHLD YAD"
Haralson Behavioral Health Services,1449 Temple Road,Bremen,Georgia 30110,30110,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? OSG ? FQHC ? 
CLF CSBG MC MD MI OSF PI SF SI SMHA ? PA SS ? CJ CO TRMA PTSD SMI ? CM COOT DEC 
ES FPSY SPS ? STU ? SMPD ? ADLT CHLD SNR YAD ? AH"
Gateway Behavioral Health Services,600 Coastal Village,Brunswick,Georgia 31520,31520,"? MH SUMH ? OP PHDT TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
LMG ? CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA ? CO ? 
ACT CM COOT ES FPSY HS PRS SEMP SH SPS VRS PEER ? SMON ? ADLT CHLD SNR YAD ? 
AH"
Malinda Graham and Associates,1636 Norwich Street,Brunswick,Georgia 31525,31525,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? 
MC MD MI PI SF SI SWFS ? SS ? TAY SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED 
SMI ? CM COOT FPSY SPS ? SMPD ? ADLT CHLD SNR YAD ? SP"
Grady County MH Peer Support Prog,1641 North Broad Street,Cairo,Georgia 39828,39828,"? MH SUMH ? OP TELE ? PH ? BMT CBT IPT PTM TT ? CIT ? SMA ? MC MD PI SF SI SMHA ? 
CM DEC SPS PEER ? SMPD ? ADLT SNR YAD ? AH"
Pathways Center Carroll County MH/AD,153 Independence Drive,Carrollton,Georgia 30116,30116,"? MH SUMH ? OP TELE ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? OSG ? CLF MC 
MD PI SF SI SMHA VAF ? SS ? TAY CO SMI ? ACT CM COOT PRS SEMP SPS PEER ? SMPD ? 
ADLT CHLD SNR YAD ? AH"
Willowbrooke at Tanner,"523 Dixie Street, Suite 5",Carrollton,Georgia 30117,30117,"? MH ? OP PHDT TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? 
CLF MC MD OSF PI SCJJ SEF SF SI SMHA SWFS ? TAY GL MF CO HV TRMA PTSD ? CM DEC 
ES FPSY IPC PRS SPS ? STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Cartersville Comprehensive Trt Ctr,218 Stonewall Street,Cartersville,Georgia 30120,30120,"? MH SUMH ? OP ? OMH ? CBT DBT GT IPT ? PVTP ? MD PI SF ? COOT ? SMON ? ADLT SNR 
YAD ? SP"
Murphy/Harpst Childrens Centers Inc,740 Fletcher Street,Cedartown,Georgia 30125,30125,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? FQHC ? 
MC MD MI PI SF ? TAY CO SED ? CM ES FPSY PRS SPS TPC ? SMON ? CHLD YAD"
Avita Community Partners,129 North Main Street,Cleveland,Georgia 30528,30528,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP 
? CLF CMHG CSBG MD MI OSF SCJJ SEF SF SMHA SWFS VAF ? PA SS ? CJ CO ? ACT CM 
COOT FPSY HS ICM PRS SEMP SPS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH"
Cornerstones Counseling Center Inc,"42 North Avenue, Suite 100",Cleveland,Georgia 30528,30528,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? CLF MD 
MI OSF PI SCJJ SEF SF SI SMHA SWFS ? TRMA SED ? CM COOT DEC FPSY IPC SPS VRS 
PEER ? TCC ? SMPD ? ADLT CHLD SNR YAD"
Cedar Tree Family and Children Servs,3604 Saint Marys Road,Columbus,Georgia 31906,31906,"? MH SUMH ? OP ? OMH ? BMT CBT DBT GT IDD IPT TT ? CIT ? PVTP ? MD SF ? CM COOT 
FPSY ? SMON ? ADLT CHLD SNR YAD"
Central Alabama VA Healthcare Sys Columbus CBOC,1310 13th Avenue,Columbus,Georgia 31901,31901,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? WI ? VAMC ? MC MD PI 
VAF ? VET CO PTSD SMI ? CDM DEC ES FPSY HS IMR IPC PRS SH SPS PEER ? NRT NSC 
STU TCC ? SMPD ? ADLT SNR YAD ? VO"
Family Center of Columbus Inc,1350 15th Avenue,Columbus,Georgia 31901,31901,"? MH ? OP ? OMH ? BMT CBT CFT GT IPT TT ? PVTN ? CMHG CSBG MI PI SF ? SS ? COOT 
FPSY SPS ? SMPD ? ADLT CHLD SNR YAD ? AH"
New Horizons Community Serv Board,2100 Comer Avenue,Columbus,Georgia 31904,31904,"? MH SUMH ? OP TELE ? OMH ? GT IPT PTM ? WI ? LMG ? CLF CMHG CSBG MC MD MI OSF 
PI SF SI SMHA SWFS ? SS ? CM COOT HS ICM SEMP ? STU ? SMPD ? ADLT CHLD SNR YAD 
? AH"
New Horizons Community Serv Board The REACH Center,1220 2nd Avenue,Columbus,Georgia 31901,31901,"? MH SUMH ? OP ? PH ? GT ? LMG ? MC MD OSF PI SF SI SMHA ? SS ? CJ CO SMI ? PRS ? 
SMPD ? ADLT SNR YAD ? AH"
Saint Francis Hospital The Bradley Center,2000 16th Avenue,Columbus,Georgia 31901,31901,"? MH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM ? CIT WI ? PVTP ? MC MD 
MI PI SF SI SMHA SWFS VAF ? PA ? TAY SE CO PED PTSD SED SMI ? ACT CM DEC FPSY IMR 
IPC SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Twin Cedar Youth and Family Servs Dorothy Wells Knight Comm Csl,1025 3rd Avenue,Columbus,Georgia 31906,31906,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT GT IDD IPT PTM TT ? CIT ? PVTN ? MD SCJJ SF 
SI SMHA SWFS ? TAY GL CJ CO TRMA PTSD SED ? CM COOT DEC FPSY SPS TPC ? TCC ? 
SMON ? CHLD YAD"
View Point Health Rockdale Center,977 Taylor Street SW Suite A,Conyers,Georgia 30012,30012,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? OSG ? CLF 
CMHG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ? PA SS ? VET CJ CO TRMA PTSD SMI 
? COOT DEC IPC SPS ? TCC ? SMON ? ADLT CHLD SNR YAD ? AH ? SP F30"
Middle Flint Behavioral Healthcare Outpatient Services,1335 North 5th Street Extension Suite A,Cordele,Georgia 31015,31015,"? MH SUMH ? OP PHDT TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
OSG ? CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY 
SE GL VET ADM MF CJ CO HV TRMA PED PTSD SED SMI ? CDM CM COOT FPSY ICM IMR IPC 
PRS SEMP SH SPS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD ? AH"
ASFC Outreach Therapeutic,4146 Highway 278 NE,Covington,Georgia 30014,30014,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IPT PTM TT ? PVTP ? MC MD PI SF 
SI SMHA ? TAY GL VET MF CJ CO TRMA PTSD SMI ? CM COOT DEC ES FPSY ICM IPC PRS 
SPS PEER ? STU ? SMON ? ADLT CHLD SNR YAD ? AH ? SP"
