Name,Address,City,State,Zip,Services
Centerstone Hospital Inpatient Services,2020 26th Avenue East,Bradenton,Florida 34208,34208,"? MH SUMH ? HI ? PSY ? AT BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF MC MD 
MI PI SF ? SS ? CO HV TRMA PTSD SED SMI ? CM DEC FPSY SPS PEER ? NRT STU TCC ? 
SMON ? ADLT CHLD SNR YAD ? AH ? SP F19 F28"
Palm Shores Behavioral Health Center,1324 37th Avenue East,Bradenton,Florida 34208,34208,"? MH ? RES ? RTCC ? AT BMT CBT CFT GT IDD IPT PTM TT ? PVTP ? MD MI PI SEF SF SI 
SMHA SWFS ? GL MF CO TRMA PTSD SED ? CM DEC ES FPSY ICM PRS SPS ? TCC ? SMON 
? CHLD"
Suncoast Behavioral Health Center,4480 51st Street West,Bradenton,Florida 34210,34210,"? MH SUMH ? HI PHDT TELE ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTP 
? CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY SE GL VET 
MF CJ CO HV TRMA ALZ PTSD SED SMI ? CM ES FPSY HS PRS SPS PEER ? NRT NSC STU 
TCC ? SMON ? ADLT CHLD SNR YAD ? AH ? SP F66"
Bay Area Behavioral Services,126 Lithia Pincrest Road,Brandon,Florida 33511,33511,"? MH ? OP TELE ? OMH ? CBT CFT GT IPT PTM TT ? PVTP ? MD MI PI SF SWFS ? TAY GL 
VET ADM MF HV TRMA PTSD SED SMI ? SMON ? ADLT CHLD YAD ? AH ? SP"
BayCare Behavioral Health,15311 Cortez Boulevard,Brooksville,Florida 34613,34613,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? CSBG 
MC MD PI SF SI SMHA ? SS ? SED SMI ? CM COOT DEC FPSY IPC PRS SH SPS ? NRT STU 
TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
WestBridge,7300 Grove Road,Brooksville,Florida 34613,34613,"? MH SUMH ? OP RES TELE ? RTCA ? AT BMT CBT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? PI 
SF ? CO SMI ? ACT CDM DEC ES FPSY ICM IMR PRS SEMP VRS PEER ? NRT NSC STU TCC ? 
SMON ? ADLT SNR YAD"
SMA Healthcare Flagler Center,301 Justice Lane,Bunnell,Florida 32110,32110,"? MH SUMH ? OP ? OMH ? AT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? FQHC ? 
MC MD PI SF ? SS ? TAY GL ADM CO HV TBI SED ? CDM CM COOT IPC SPS ? SMON ? ADLT 
CHLD SNR YAD ? AH ? SP"
Bay Pines VA Healthcare System Lee County Healthcare Center,2489 Diplomat Parkway East,Cape Coral,Florida 33909,33909,"? MH SUMH ? OP TELE ? BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? VAMC ? VAF ? VET ? 
CDM CM DEC ES FPSY HS IMR IPC SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT SNR 
YAD ? VO"
SalusCare Inc Cape Coral Campus,1105 Cultural Park Boulevard,Cape Coral,Florida 33990,33990,"? MH ? OP ? CMHC ? CBT CFT GT IPT PTM TT ? CIT ? PVTN ? MC MD PI SF ? SS ? SE SMI ? 
CM ? SMON ? ADLT CHLD SNR YAD ? AH ? SP"
Aspire Health Partners,237 Fernwood Boulevard,Casselberry,Florida 32730,32730,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? CLF CMHG MC MD MI 
OSF PI SF SI SMHA VAF ? PA SS ? TAY VET CJ CO TRMA ? COOT ? SMPD ? ADLT CHLD SNR 
YAD ? AH ? SP"
La Amistad Foundation Inc Lakewood Center,8400 La Amistad Cove,Casselberry,Florida 32730,32730,"? MH ? RES ? RTCA ? AT BMT CBT GT IPT PTM ? CIT ? PVTN ? PI SF VAF ? SMI ? CM PRS 
SEMP VRS ? SMPD ? ADLT SNR YAD"
Century Clinic,6021 Industrial Bouleard Suite A,Century,Florida 32535,32535,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IPT PTM TT ? CIT ? PVTN ? MC MD MI PI SI 
SMHA ? SS ? SMI ? PRS ? SMPD ? ADLT SNR YAD"
Meridian Behavioral Healthcare Inc Levy County Clinic,103 NE 1st Street,Chiefland,Florida 32626,32626,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? VET MF CJ CO 
HV SMI ? CM COOT FPSY SPS ? STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Senior Enrichment Northwest Florida Community Hospital,1360 Brickyard Road,Chipley,Florida 32428,32428,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? LMG ? MC MD MI PI SF ? SE 
GL VET MF CO TRMA TBI ALZ PTSD ? DEC ES FPSY PRS SPS PEER ? SMON ? SNR"
Baycare Life Management,1106 Druid Road South Suite 201,Clearwater,Florida 33756,33756,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? MC MD PI SF ? CO ? 
COOT ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
Fairwinds Properties Inc Fairwinds Treatment Center,1569 South Fort Harrison Avenue,Clearwater,Florida 33756,33756,"? MH ? PHDT RES ? RTCA ? AT BMT CBT CFT DBT GT IDD IPT PTM ? CIT ? PVTP ? PI SF ? 
TAY SE CJ CO TRMA PED PTSD ? CDM CM DEC FPSY ICM IPC PRS ? SMPD ? ADLT SNR YAD"
Mental Health Resource Center (MHRC) FACT/Clearwater,626 Lakeview Road Suite B,Clearwater,Florida 33756,33756,"? MH SUMH ? OP ? OMH ? CBT IDD PTM ? WI ? PVTN ? CMHG SMHA ? SMI ? ACT IMR SH ? 
SMPD ? ADLT SNR YAD ? AH"
Morton Plant,"300 Pinellas Street, Adler 6",Clearwater,Florida 33756,33756,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT DBT ECT GT IDD IPT PTM TT ? WI ? PVTN ? MC 
MD MI PI SF ? SE CO ALZ SMI ? CM DEC ES IMR SPS ? NRT NSC STU TCC ? SMON ? ADLT 
SNR YAD ? AH"
NeuroRestorative,2769 Whitney Road,Clearwater,Florida 33760,33760,"? MH SUMH ? OP PHDT RES ? MSNH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? 
PVTP ? ITU MD MI PI SCJJ SF VAF ? SE GL VET CO TRMA TBI ALZ PED PTSD ? CM COOT 
DEC ES FPSY HS IMR IPC PRS SEMP SH SPS VRS PEER ? NRT NSC STU TCC ? SMPD ? 
ADLT SNR YAD ? SP"
Suncoast Centers Inc Outpatient Services,2188 58th Street North,Clearwater,Florida 33760,33760,"? MH SUMH ? OP TELE ? OMH ? AT CBT CFT GT IDD IPT TT ? PVTN ? CLF MC MD MI OSF PI 
SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? CJ CO TRMA PTSD ? CM COOT FPSY LAD ? STU 
? SMON ? ADLT CHLD SNR YAD ? AH"
Windmoor Healthcare,11300 U.S. Highway 19 North,Clearwater,Florida 33764,33764,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? CIT WI ? 
PVTP ? MC MI PI SCJJ SF VAF ? TAY SE VET ADM MF CJ CO TRMA PTSD SMI ? CM COOT 
DEC FPSY IMR PRS SPS PEER ? NRT STU TCC ? SMPD ? ADLT SNR YAD ? AH"
LifeStream Behavioral Center Southlake Outpatient Center,2140 Don Wickham Drive,Clermont,Florida 34711,34711,"? MH SUMH ? OP TELE ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? CLF CMHG MC 
MD MI PI SF SI SMHA ? SS ? CO TRMA PTSD ? CM COOT IPC ? STU ? SMON ? ADLT CHLD 
SNR YAD ? AH"
Kinder Konsulting and Parents Too Inc,"640 Brevard Avenue, Suite 104",Cocoa,Florida 32922,32922,"? MH ? OP ? OMH ? AT BMT CBT GT IPT PTM TT ? PVTP ? MD MI PI SF ? TRMA PTSD SED ? 
COOT ? SMPD ? CHLD ? AH ? SP F19 F30"
Lifetime Counseling Center,"505 Brevard Avenue, Suite 106",Cocoa,Florida 32922,32922,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT TT ? PVTN ? CMHG MD MI PI SCJJ SF ? 
SS ? CO ? COOT FPSY IMR TPC ? SMPD ? ADLT CHLD SNR YAD ? SP"
Apalachee Center Inc Wakulla County Clinic,43 Oak Street,Crawfordville,Florida 32327,32327,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? MC MD PI 
SF SI SMHA ? SS ? CJ CO SED SMI ? CM COOT IMR PRS SPS PEER ? NSC STU TCC ? SMPD 
? ADLT CHLD SNR YAD ? AH"
Bridgeway Center Inc,299 West Railroad Avenue,Crestview,Florida 32536,32536,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SMHA SWFS VAF ? SS ? CO HV PTSD ? CM 
COOT ES FPSY IPC PRS SPS ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
Meridian Behavioral Healthcare Inc Dixie County Clinic,41 NE 238th Street,Cross City,Florida 32628,32628,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? VET MF CJ CO 
HV SMI ? CM COOT FPSY SPS ? STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Childrens Home Society of Florida North Coastal Division,2400 South Ridgewood Avenue Suite 32,Daytona Beach,Florida 32119,32119,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IPT PTM TT ? CIT ? PVTN ? FQHC ? CLF 
CMHG CSBG MD MI SF SMHA SWFS ? SS ? TAY TRMA PTSD SED ? COOT FPSY SEMP SPS 
TPC ? STU ? SMPD ? ADLT CHLD SNR YAD"
Chrysalis Health Outpatient Office,412 South Palmetto Avenue,Daytona Beach,Florida 32114,32114,"? MH SUMH ? OP TELE ? OMH ? CBT CFT IDD IPT TT ? PVTP ? MD PI SCJJ SF ? SS ? TAY SE 
CJ CO TRMA PTSD SED SMI ? CM COOT FPSY ICM ? ADLT CHLD SNR YAD ? AH"
Halifax Health Adult Psychiatry,303 North Clyde Morris Boulevard,Daytona Beach,Florida 32114,32114,"? MH SUMH ? HI ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? CIT WI ? LMG ? MC 
MD MI PI SF SI VAF ? PA ? SE CO ALZ SMI ? CDM CM DEC FPSY LAD SPS PEER ? NRT NSC 
STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP"
Halifax Health Behavioral Services,841 Jimmy Ann Drive,Daytona Beach,Florida 32114,32114,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG 
? CLF MC MD OSF PI SCJJ SEF SF SI SMHA SWFS ? CO SED ? ACT CM ES FPSY IMR SPS ? 
STU TCC ? SMON ? CHLD ? AH ? SP F4"
House Next Door,1000 Big Tree Road,Daytona Beach,Florida 32119,32119,"? MH ? OP ? OMH ? CBT CFT DBT GT IPT TT ? PVTN ? CLF MD OSF SCJJ SF SMHA SWFS ? 
GL VET CO HV TRMA ALZ ? COOT FPSY ? SMPD ? ADLT CHLD SNR YAD ? AH"
SMA Healthcare,1220 Willis Avenue,Daytona Beach,Florida 32114,32114,"? MH ? OP TELE ? OMH ? BMT CBT GT IPT PTM ? WI ? PVTN ? MC MD PI SF ? SS ? CM 
COOT FPSY ICM IPC PRS SPS PEER ? SMON ? ADLT SNR YAD ? AH ? SP"
SMA Healthcare Enrichment Program,225 Fentress Boulevard,Daytona Beach,Florida 32114,32114,"? MH SUMH ? OP ? CMHC ? GT IPT ? CIT ? PVTN ? MD PI SF ? SMI ? PRS SEMP VRS ? STU 
? SMPD ? ADLT SNR YAD ? AH"
SMA Healthcare Pinegrove Crisis Services,1150 Red John Drive,Daytona Beach,Florida 32124,32124,"? MH SUMH ? HI PHDT ? PSY ? AT CBT GT IPT PTM ? CIT WI ? PVTN ? CLF CMHG CSBG OSF 
PI SF SMHA SWFS ? SS ? SE CO SMI ? CM ICM SPS ? STU ? SMON ? ADLT SNR YAD ? AH"
Lifeskills South Florida,1431 SW 9th Avenue,Deerfield Beach,Florida 33441,33441,"? MH SUMH ? OP PHDT RES ? RTCA ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? PI 
SF ? GL VET CJ CO TRMA PTSD SMI ? CM COOT DEC ES FPSY HS IPC PRS VRS ? NRT NSC 
STU TCC ? SMPD ? ADLT SNR YAD ? SP"
Miami VA Healthcare System Deerfield Beach CBOC,2100 SW 10th Street,Deerfield Beach,Florida 33442,33442,"? MH ? OP TELE ? CBT GT IDD IPT PTM TT ? CIT WI ? VAMC ? MI PI ? VET ? CDM CM DEC 
FPSY IPC SPS ? NRT NSC STU TCC ? SMPD ? ADLT SNR YAD ? VO ? AH ? SP F35"
AdventHealth Deland,701 West Plymouth Avenue,Deland,Florida 32720,32720,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT CFT GT IDD IPT PTM TT ? WI ? PVTN ? MC MD 
MI PI SF SI ? SE CO SMI ? DEC ES FPSY IMR SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR 
YAD ? AH ? SP F19"
Devereux Service Center Volusia,120 East New York Avenue Suites B-C,Deland,Florida 32724,32724,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF CMHG MD 
PI SF SI SMHA SWFS ? TAY GL CJ CO TRMA TBI PTSD SED SMI ? COOT FPSY IMR SPS TPC ? 
SMPD ? ADLT CHLD YAD ? AH ? SP F19"
House Next Door Deland Center,121 West Pennsylvania Avenue,Deland,Florida 32720,32720,"? MH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT TT ? PVTN ? CLF CMHG CSBG MD OSF PI 
SF SMHA SWFS ? TRMA PTSD ? CDM COOT ES FPSY SPS ? TCC ? SMPD ? ADLT CHLD SNR 
YAD ? AH ? SP"
SMA Healthcare Deland Outpatient,105 West Calvin Street,Deland,Florida 32720,32720,"? MH SUMH ? OP ? OMH ? BMT CBT DBT GT IPT PTM ? PVTN ? CLF CMHG CSBG MC MD 
OSF PI SF ? SS ? CJ HV PTSD SMI ? COOT ICM SPS ? STU ? SMPD ? ADLT SNR YAD ? AH ? 
SP"
Delray Center for Healing,403 SE 1st Street,Delray Beach,Florida 33483,33483,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MC MI 
PI SF ? TAY SE GL VET MF CO TRMA TBI PED PTSD SED SMI ? CDM CM COOT DEC ES FPSY 
PEER ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F35"
Delray Center for Recovery,120 SE 4th Avenue,Delray Beach,Florida 33483,33483,"? MH SUMH ? OP PHDT TELE ? PH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MC 
MI PI SF ? SE GL VET ADM MF CO TRMA TBI PED PTSD SMI ? CM DEC ES FPSY PEER ? 
SMPD ? ADLT SNR YAD ? AH ? SP F35"
Fair Oaks Pavilion at Delray Medical Center,5440 Linton Boulevard,Delray Beach,Florida 33484,33484,"? MH SUMH ? HI ? PSY ? AT CBT CFT GT IPT PTM ? WI ? PVTP ? MC MD PI SF VAF ? SE CO 
SMI ? ES FPSY ? NRT STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP F19"
South County Mental Health Center Inc,16158 South Military Trail,Delray Beach,Florida 33484,33484,"? MH SUMH ? OP ? CMHC ? AT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF MC 
MD OSF PI SF SMHA ? SS ? CO SMI ? ACT CM COOT DEC FPSY HS ICM IMR PRS SEMP SH 
SPS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F19 F28 F42 F67 F70"
Circle of Friends Services Inc Deltona,517 Deltona Boulevard Suite A,Deltona,Florida 32725,32725,"? MH ? OP TELE ? OMH ? AT CBT CFT GT IPT TT ? PVTN ? CLF MD OSF PI SCJJ SF SI SMHA 
SWFS ? TAY GL CJ TRMA PTSD SED ? COOT FPSY ? SMON ? ADLT CHLD SNR YAD ? AH ? 
SP F19"
Deltona Counseling Center,840 Deltona Boulevard Suite K,Deltona,Florida 32725,32725,"? MH ? OP ? OMH ? AT BMT CBT CFT GT IPT TT ? CIT ? PVTN ? CLF MD OSF SCJJ SF SWFS 
? TRMA PTSD ? COOT FPSY SPS ? SMPD ? ADLT CHLD SNR YAD ? AH"
FL United Methodist Childrens Home,51 Childrens Way,Deltona,Florida 32725,32725,"? MH ? RES TELE ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? CSBG MD 
PI SF SI SWFS ? GL CJ CO TRMA PTSD SED ? ES HS SH SPS ? SMON ? CHLD"
Mease Dunedin Hospital,601 Main Street,Dunedin,Florida 34698,34698,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT DBT GT IDD IPT PTM TT ? WI ? PVTN ? MC MD 
MI PI SF ? TAY SE CO ALZ SED SMI ? CM DEC ES IMR SPS ? NRT NSC STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH"
Eglin CBOC Gulf Coast VHCS,"100 Veterans Way,",Eglin AFB,Florida 32542,32542,"? MH SUMH ? OP ? OMH ? BMT IDD IPT ? CIT WI ? VAMC ? MI PI SF VAF ? VET PTSD ? CM 
FPSY HS IPC SH SPS ? NRT STU TCC ? SMPD ? ADLT SNR YAD ? VO ? SP"
LifeStream Behavioral Center Childrens Services Center,1217 East Huffstetler Road,Eustis,Florida 32726,32726,"? MH ? OP ? OMH ? BMT CFT IPT PTM TT ? PVTN ? MD ? SS ? TAY TRMA PTSD SED ? STU ? 
SMON ? CHLD YAD ? AH"
LifeStream Behavioral Center Eustis Outpatient/WIN,201 East Magnolia Avenue,Eustis,Florida 32726,32726,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? CLF CMHG MC MD MI 
PI SF SMHA ? SS ? CJ CO TRMA PTSD SMI ? CM COOT DEC IPC ? STU ? SMON ? ADLT CHLD 
SNR YAD ? AH"
Florida Psychological Associates LLC,1903 Island Walkway,Fernandina Beach,Florida 32034,32034,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF 
CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA ? SE VET ADM MF 
CJ SED ? ACT CDM COOT DEC ES FPSY IMR SPS VRS ? SMPD ? ADLT CHLD SNR YAD ? AH"
Starting Point Behavioral Healthcare Our Place,2201 Sadler Road,Fernandina Beach,Florida 32034,32034,"? MH ? OP PHDT ? CMHC ? AT CBT GT IDD ? PVTN ? CLF CMHG CSBG MC MD MI PI SCJJ SF 
SI SMHA SWFS ? PA SS ? SE CJ CO SMI ? CM COOT DEC ES ICM IMR PRS PEER ? STU TCC 
? SMPD ? ADLT SNR YAD ? AH"
Academy For Adolescent Wellness,4343 South State Road 7,Fort Lauderdale,Florida 33314,33314,"? MH SUMH ? OP PHDT ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? CIT ? PVTP ? MC MI 
PI SF ? CO TRMA PTSD SED ? CM COOT ES FPSY ICM IPC PRS ? SMON ? CHLD ? SP"
Archways Behav Healthcare Center ATAP House,2617 NW 9th Lane,Fort Lauderdale,Florida 33311,33311,? MH ? RES ? RTCA ? AT ? PVTN ? CLF OSF PI SF ? PA SS ? SMI ? SH ? SMPD ? ADLT YAD
Archways Behav Healthcare Center Avon Manor Group Home,1142 NE 5th Avenue,Fort Lauderdale,Florida 33304,33304,? MH ? RES ? RTCA ? AT ? PVTN ? CLF OSF PI SF ? PA SS ? SMI ? PRS ? SMPD ? ADLT YAD
Archways Behav Healthcare Center Bennett Apartments,1133 NE 5th Terrace,Fort Lauderdale,Florida 33304,33304,? MH ? RES ? RTCA ? AT ? PVTN ? CLF OSF PI SF ? PA SS ? SMI ? PRS ? SMPD ? ADLT YAD
Archways Behav Healthcare Center Main Facility,919 NE 13th Street,Fort Lauderdale,Florida 33304,33304,"? MH SUMH ? OP ? CMHC ? GT IDD IPT PTM ? PVTN ? CLF MC MD OSF PI SF ? PA SS ? CJ 
CO SMI ? CM COOT PRS SEMP SH ? STU ? SMPD ? ADLT YAD ? SP"
Archways Behav Healthcare Center Sunshine Apartments,1720 NE 11th Street,Fort Lauderdale,Florida 33304,33304,? MH ? RES ? RTCA ? AT ? PVTN ? CLF OSF PI SF ? PA SS ? SMI ? PRS ? SMPD ? ADLT YAD
Broward Health Imperial Point Behavioral Health,6401 North Federal Highway,Fort Lauderdale,Florida 33308,33308,"? MH SUMH ? HI ? PSY ? AT CBT CFT GT IDD IPT PTM TT ? WI ? LMG ? MC MD PI SF SI ? SE 
CO SMI ? SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH"
Broward Health Medical Center Behavioral Health Service,1600 South Andrews Avenue,Fort Lauderdale,Florida 33316,33316,"? MH SUMH ? HI ? PSY ? AT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? CMHG MC 
MD MI PI SF SI SMHA ? SMI ? CM IMR SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT SNR 
YAD ? AH"
CFB Solutions Inc,"3810 Inverrary Boulevard, Suite 404",Fort Lauderdale,Florida 33319,33319,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT ? PVTP ? PI SF ? SS ? 
TAY SE GL VET ADM MF CO TRMA PED PTSD SED SMI ? CM DEC ES FPSY ICM PRS SPS 
PEER ? SMON ? ADLT CHLD SNR YAD"
Chrysalis Health,3800 West Broward Boulevard Suite 100,Fort Lauderdale,Florida 33312,33312,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT IDD IPT PTM TT ? PVTP ? MD PI SCJJ SF ? SS ? 
TAY SE CJ CO TRMA PTSD SED SMI ? CM COOT FPSY ICM ? SMPD ? ADLT CHLD SNR YAD ? 
AH ? SP F19"
Chrysalis Health,1061 West Oakland Park Boulevard,Fort Lauderdale,Florida 33311,33311,"? MH SUMH ? OP PHDT TELE ? PH ? CBT CFT GT IDD IPT PTM TT ? PVTP ? CLF MD PI SF ? 
SS ? TAY SE CJ CO TRMA PTSD SMI ? CM COOT FPSY ICM PRS ? TCC ? SMPD ? ADLT SNR 
YAD ? AH ? SP"
