Name,Address,City,State,Zip,Services
Nashoba Valley Medical Center GPU,200 Groton Road,Ayer,Massachusetts 01432,01432,"? MH SUMH ? HI OP TELE ? PSY ? AT BMT CBT CFT GT IPT PTM ? CIT WI ? PVTP ? MC MD 
MI PI SF SI ? PA ? SE GL VET ADM MF CO TRMA ALZ PTSD SMI ? CDM CM DEC ES FPSY IMR 
IPC SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR ? AH ? SP F67 F70"
Edinburg Center Inc,205 Burlington Road,Bedford,Massachusetts 01730,01730,"? MH SUMH ? OP PHDT ? MSNH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? MC MD OSF 
PI SF SI SMHA SWFS ? CO SED SMI ? ACT CDM FPSY IMR IPC PRS SEMP SH VRS ? NSC 
STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F17 F19 F25 F35 F47"
Edinburg Center Inc,20 Railroad Avenue,Bedford,Massachusetts 01730,01730,"? MH SUMH ? RES ? RTCA ? PVTN ? SMHA ? CM IMR PRS ? SMPD ? ADLT SNR YAD ? AH ? 
SP"
Edith Nourse Rogers Mem VA Hosp Mental Health Service Line (116A),200 Springs Road,Bedford,Massachusetts 01730,01730,"? MH SUMH ? HI OP PHDT RES TELE ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
VAMC ? VAF ? SE GL VET CO TRMA TBI PTSD SMI ? ACT CDM CM COOT DEC ES FPSY HS 
ICM IMR IPC LAD PRS SEMP SH SPS TPC VRS PEER ? NRT NSC STU TCC ? SMPD ? ADLT 
SNR YAD ? VO ? AH"
Edinburg Center Inc,63 Hull Street,Belmont,Massachusetts 02478,02478,"? MH SUMH ? RES ? RTCA ? PVTN ? SMHA ? CM IMR PRS ? SMPD ? ADLT SNR YAD ? AH ? 
SP"
Edinburg Center Inc,31 Beech Street,Belmont,Massachusetts 02478,02478,"? MH SUMH ? RES ? RTCA ? PVTN ? SMHA ? CM IMR PRS ? SMPD ? ADLT SNR YAD ? AH ? 
SP"
McLean Hospital,115 Mill Street,Belmont,Massachusetts 02478,02478,"? MH ? RES ? RTCA ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MI PI SF SI ? 
VET ADM MF CO TRMA PTSD ? DEC FPSY ? SMON ? ADLT SNR YAD"
McLean Hospital,115 Mill Street,Belmont,Massachusetts 02478,02478,"? MH SUMH ? HI OP PHDT RES ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? WI 
? PVTN ? MC MD MI PI SEF SF ? SE GL VET ADM MF CO TRMA ALZ PED PTSD SMI ? CDM 
CM ES FPSY ICM IMR SPS PEER ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Lahey Health Behavioral Services Beverly Clinic,800 Cummings Center Suite 266-T,Beverly,Massachusetts 01915,01915,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? MC MD MI 
OSF PI SCJJ SF SI SMHA ? SS ? GL CJ TRMA SED ? COOT SPS ? STU TCC ? SMPD ? ADLT 
CHLD SNR YAD ? AH ? SP"
North Shore Counseling Center Inc,900 Cummings Center Suite 324-S,Beverly,Massachusetts 01915,01915,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IPT PTM TT ? PVTP ? MC MD PI SF SI ? CDM 
COOT FPSY IMR ? STU ? SMPD ? ADLT CHLD SNR YAD"
Boston Alcohol and Substance Abuse Program,25 Kingston Street Suite 3-F,Boston,Massachusetts 02111,02111,"? MH SUMH ? OP ? OMH ? AT CBT CFT DBT GT IDD IPT TT ? PVTN ? FQHC ? PI SF SI SWFS 
? SE CO SED SMI ? CM COOT DEC FPSY PRS ? SMPD ? ADLT CHLD SNR YAD"
Boston Childrens Hospital Psychiatric Division,"300 Longwood Avenue, Fegan 8",Boston,Massachusetts 02115,02115,"? MH ? OP TELE ? OMH ? BMT CBT CFT GT IPT PTM TT ? CIT ? SMA ? MC MD MI PI SCJJ 
SEF SF SI SMHA SWFS ? SED ? CDM CM DEC ES FPSY IMR IPC SPS ? STU TCC ? SMON ? 
CHLD YAD ? AH ? SP F4"
Boston Healthcare for the Homeless Inc,780 Albany Street,Boston,Massachusetts 02118,02118,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? FQHC ? MC MD PI SF 
SI ? PA SS ? CDM CM DEC FPSY ICM IMR IPC PEER ? NRT NSC STU TCC ? SMPD ? ADLT 
SNR YAD ? AH ? SP F19"
Brigham and Womens Hospital Psychiatry Department,221 Longwood Avenue,Boston,Massachusetts 02115,02115,"? MH SUMH ? OP PHDT TELE ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
PVTN ? CLF MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? SE GL VET ADM MF CJ CO HV 
TRMA TBI ALZ PED PTSD SMI ? ACT CDM CM COOT ES FPSY HS IMR IPC LAD PRS SH SPS 
TPC ? STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP"
Center House Day Treatment Program Bay Cove Human Services,31 Bowker Street 5th Floor,Boston,Massachusetts 02114,02114,"? MH SUMH ? PHDT ? PH ? AT CBT DBT GT IDD TT ? PVTN ? MD SF ? GL CO TRMA PED 
PTSD ? DEC IMR PRS PEER ? SMPD ? ADLT SNR YAD"
North End Waterfront Health Behavioral Health Department,332 Hanover Street,Boston,Massachusetts 02113,02113,"? MH SUMH ? OP ? OMH ? CBT CFT GT IDD IPT PTM TT ? PVTN ? FQHC ? MC MD MI PI SF 
SI ? PA SS ? CDM DEC ES FPSY IPC SPS ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR 
YAD ? AH ? SP F42"
North Suffolk MH Association East Boston Counseling Center,14 Porter Street,Boston,Massachusetts 02128,02128,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD MI PI SF SI ? 
TAY SE CO TRMA PTSD SED SMI ? CM COOT FPSY PRS SPS ? NRT NSC STU TCC ? SMPD ? 
ADLT CHLD SNR YAD ? SP F92"
South Boston Behavioral Health Prog Tufts Medical Center,58 Old Colony Avenue,Boston,Massachusetts 02127,02127,"? MH SUMH ? OP ? OMH ? CBT CFT GT IDD IPT PTM ? WI ? PVTN ? MC MD MI PI SF SI 
SMHA SWFS VAF ? TAY GL VET ADM MF CJ CO HV TRMA PTSD SMI ? COOT FPSY PRS SPS 
? SMPD ? ADLT CHLD SNR YAD"
South End Community Health Center,1601 Washington Street,Boston,Massachusetts 02118,02118,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? FQHC ? 
MC MD MI OSF PI SF SI SMHA ? SS ? SE SMI ? CM DEC FPSY HS IPC PEER ? NRT NSC STU 
TCC ? SMON ? ADLT CHLD SNR YAD ? SP F28 F30 F31"
South End Community Health Center Dr Gerald Hass Center,400 Shawmut Avenue,Boston,Massachusetts 02118,02118,"? MH ? OP ? OMH ? AT BMT CBT CFT DBT GT IPT TT ? CIT ? PVTN ? FQHC ? MC MD MI PI 
SF SMHA ? SS ? FPSY IPC SPS ? SMON ? ADLT CHLD SNR YAD ? SP F28 F30"
Tufts Medical Center Department of Psychiatry,800 Washington Street,Boston,Massachusetts 02111,02111,"? MH SUMH ? HI OP ? PSY ? BMT CBT CFT DBT ECT IDD IPT PTM TT ? CIT WI ? PVTN ? MC 
MD MI PI SF SI SMHA SWFS VAF ? TAY SE GL VET ADM MF CJ CO HV TRMA PTSD SED SMI 
? ACT CDM CM COOT DEC ES FPSY HS ICM IMR IPC PRS SPS VRS PEER ? NRT NSC STU 
TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F4 F17 F43 F70"
Tufts Medical Center Hospitals,800 Washington Street/ P.O. Box 1007,Boston,Massachusetts 02111,02111,"? MH SUMH ? HI OP ? PSY ? CBT CFT ECT GT IPT PTM TT ? CIT WI ? PVTN ? MC MD MI PI 
SF SI SMHA SWFS VAF ? TAY GL PTSD SED SMI ? FPSY IPC ? NSC STU TCC ? SMPD ? ADLT 
CHLD SNR YAD ? AH ? SP F4 F17 F25 F30 F70 F20 F73"
Brighton Allston Mental Health A Prg of Italian Home for Children,"77 Warren Street , Building 2",Ground Floor Brighton,Massachusetts 02135,02135,"? MH ? OP ? CMHC ? CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? MC MD PI SF SI ? TAY 
TRMA SMI ? CM FPSY ? SMON ? ADLT CHLD SNR YAD ? SP F31"
Saint Elizabeths Medical Center Behavioral Health Services,736 Cambridge Street,Brighton,Massachusetts 02135,02135,"? MH SUMH ? HI OP PHDT RES TELE ? PSY ? CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTP 
? ITU MC MD PI SF SI SMHA ? SE CO ALZ PTSD SMI ? CM FPSY SPS ? NRT STU TCC ? 
SMON ? ADLT SNR YAD ? AH ? SP F17 F19 F67 F70"
Brockton Neighborhood Health Center,63 Main Street,Brockton,Massachusetts 02301,02301,"? MH SUMH ? OP ? OMH ? CBT GT IDD IPT PTM TT ? PVTN ? FQHC ? MC MD PI SF SI ? SS ? 
CO HV SMI ? CDM CM DEC ICM IPC ? NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? 
SP F19 F28 F67"
Dept of Mental Health Brockton Multi Service Center,165 Quincy Street,Brockton,Massachusetts 02302,02302,"? MH SUMH ? OP ? CMHC ? BMT CBT DBT IPT PTM TT ? WI ? SMA ? MC MD PI SMHA ? TAY 
GL CJ SMI ? CM ES IMR SH SPS ? SMON ? ADLT SNR YAD ? AH"
Gandara Mental Health Center Gandara Brockton Outpatient Clinic,142 Crescent Street,Brockton,Massachusetts 02302,02302,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? MD SF ? CO 
SED SMI ? COOT FPSY ? STU TCC ? SMON ? ADLT CHLD SNR YAD ? SP F67"
Old Colony Y Mental Health Clinic,891 Montello Street,Brockton,Massachusetts 02301,02301,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD PI SF SI ? CO 
SED ? CM COOT FPSY ? STU ? SMPD ? ADLT CHLD SNR YAD ? SP F4 F28 F36 F9"
Signature Healthcare Brockton Hospital Behavioral Health,680 Centre Street,Brockton,Massachusetts 02302,02302,"? MH SUMH ? HI OP ? PSY ? AT CBT CFT GT IDD IPT PTM ? CIT WI ? PVTN ? MC MD PI SF 
SI SMHA ? SE CO SMI ? IMR SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP 
F19 F28 F36 F67"
South Bay Community Services,"103 Commercial Street, 2nd Floor",Brockton,Massachusetts 02302,02302,"? MH SUMH ? OP PHDT ? MSNH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? FQHC ? 
CMHG CSBG MC MD MI PI SF SI SMHA SWFS VAF ? SS ? TAY SE CJ CO TRMA PED PTSD 
SED SMI ? ACT CM COOT FPSY ICM IMR IPC PRS SPS VRS PEER ? STU TCC ? SMPD ? 
ADLT CHLD SNR YAD ? SP F19 F28 F67"
South Bay Day Services,103 Commerical Street Suite 1,Brockton,Massachusetts 02302,02302,"? MH SUMH ? OP PHDT ? PH ? AT BMT CBT DBT GT IDD PTM TT ? PVTP ? MC MD PI SF SI 
SMHA ? CO SMI ? CM COOT IMR PRS VRS PEER ? STU TCC ? SMPD ? ADLT SNR YAD"
Steward Good Samaritan Medical Ctr Senior Behavioral Health,235 North Pearl Street,Brockton,Massachusetts 02301,02301,"? MH SUMH ? HI TELE ? PSY ? AT CBT GT IDD IPT PTM TT ? WI ? PVTP ? CMHG CSBG MC 
MD PI SF SI ? PA ? SE VET CO TRMA TBI ALZ PED PTSD ? CDM CM DEC FPSY IPC LAD PRS 
SPS ? NRT NSC STU TCC ? SMON ? SNR ? AH"
HRI Hospital,227 Babcock Street,Brookline,Massachusetts 02446,02446,"? MH SUMH ? HI PHDT TELE ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTP 
? MC MD PI SF SI ? GL CO TRMA PED PTSD ? CDM COOT ES FPSY IMR SPS ? NRT NSC STU 
TCC ? SMON ? ADLT YAD ? AH"
Justice Resource Institute Inc The Trauma Center,1269 Beacon Street,Brookline,Massachusetts 02446,02446,"? MH SUMH ? OP ? OMH ? CBT CFT GT IPT PTM TT ? PVTN ? MD OSF PI SF SI SWFS ? 
TRMA PTSD ? FPSY SPS ? SMPD ? ADLT CHLD SNR YAD"
Cambridge Eating Disorder Center (CEDC),3 Bow Street,Cambridge,Massachusetts 02138,02138,"? MH SUMH ? OP PHDT RES ? MSNH ? AT CBT CFT DBT GT IPT PTM ? PVTP ? PI SF SI ? GL 
PED ? ACT CM ICM SH ? SMPD ? ADLT CHLD SNR YAD"
Cambridge Health Alliance Cambridge Hospital Inpatient,1493 Cambridge Street,Cambridge,Massachusetts 02139,02139,"? MH SUMH ? HI OP PHDT TELE ? PSY ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? 
LMG ? MC MD OSF PI SF SI ? SED ? CDM CM FPSY ICM IPC ? NRT STU ? SMON ? ADLT 
CHLD SNR YAD ? AH ? SP F67"
Child and Adolescent Outpatient Servs,799 Concord Avenue,Cambridge,Massachusetts 02138,02138,"? MH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? MD MI PI SEF SF ? 
SED ? CM FPSY ? SMON ? CHLD YAD"
Institute for Health and Recovery Inc,349 Broadway,Cambridge,Massachusetts 02139,02139,"? MH SUMH ? OP ? OMH ? BMT CBT CFT IDD IPT TT ? PVTN ? MC MD OSF PI SF SMHA 
SWFS ? PA SS ? TAY SE TRMA SED ? CM COOT FPSY SH PEER ? STU ? SMON ? ADLT 
CHLD SNR YAD ? SP"
North Charles Mental Health Research and Training Foundation,54 Washburn Avenue,Cambridge,Massachusetts 02140,02140,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD MI PI SF SI ? 
SE VET CJ CO HV TRMA PTSD SMI ? CM COOT FPSY IMR PRS ? NRT STU TCC ? SMON ? 
ADLT SNR YAD"
Riverside Outpatient Center at Cambridge and Somerville,5 Sacramento Street,Cambridge,Massachusetts 02138,02138,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD PI ? 
COOT FPSY ? STU ? SMON ? ADLT CHLD SNR YAD ? SP"
Gosnold Counseling Center,1185 Falmouth Road,Centerville,Massachusetts 02632,02632,"? MH SUMH ? OP PHDT TELE ? OMH ? CBT CFT DBT GT IPT PTM ? PVTN ? MC MD MI PI SF 
SI SMHA SWFS ? CO ? CM COOT FPSY ? SMPD ? ADLT CHLD SNR YAD"
Home Base Program,1 Constitution Road Suite 140,Charlestown,Massachusetts 02129,02129,"? MH ? OP PHDT TELE ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD MI OSF 
PI SI ? VET ADM MF CO TBI PTSD ? CM DEC ES FPSY ? NSC STU ? SMPD ? ADLT CHLD SNR 
YAD ? AH"
Achieve TMS East Chelmsford,1 Meeting House Road Unit 3,Chelmsford,Massachusetts 01824,01824,? MH ? OP ? OMH ? PVTP ? MD MI PI SF SI VAF ? SMON ? ADLT SNR YAD ? SP F36 F42
Bridgewell Counseling Services Chelmsford,7 Summer Street Suite 19,Chelmsford,Massachusetts 01824,01824,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD MI PI SF 
? COOT FPSY SPS ? STU ? SMON ? ADLT CHLD SNR YAD"
North Suffolk MH Association Chelsea Counseling Center,301 Broadway,Chelsea,Massachusetts 02150,02150,"? MH SUMH ? OP ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? MC MD MI PI 
SF SI ? TAY SE CO TRMA PTSD SED SMI ? CM COOT FPSY PRS SPS ? NRT NSC STU TCC ? 
SMON ? ADLT CHLD SNR YAD ? SP"
River Valley Counseling Center Chicopee Clinic,249 Exchange Street,Chicopee,Massachusetts 01013,01013,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? CLF MC MD 
MI OSF PI SF SI SMHA ? SS ? CO SMI ? COOT FPSY SPS ? NRT NSC STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH ? SP F66"
Clinton Hospital Geriatric Medical Psychiatry,201 Highland Street,Clinton,Massachusetts 01510,01510,"? MH SUMH ? HI ? PSY ? AT BMT CBT GT PTM ? WI ? PVTN ? MC MD MI PI SF SI SMHA 
SWFS ? SE VET MF CO ALZ PTSD ? CDM CM FPSY IPC SPS ? NRT NSC STU TCC ? SMON ? 
SNR ? AH ? SP"
Justice Resource Institute Inc Walden Street School,160 Walden Street,Concord,Massachusetts 01742,01742,"? MH ? RES ? RTCC ? AT CBT CFT DBT GT IPT PTM TT ? PVTN ? PI SEF SF SI SMHA SWFS 
? PTSD SED ? ES FPSY PRS SPS ? SMON ? CHLD"
Whitney Academy Inc,85 Dr Braley Road,East Freetown,Massachusetts 02717,02717,"? MH ? RES ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF MD OSF PI SCJJ 
SEF SF SI SMHA SWFS ? TRMA ? CM DEC ES FPSY HS PRS VRS ? SMON ? CHLD"
CHD Outpatient Behavioral Hlth Servs Easthampton Counseling,179 Northampton Street,Easthampton,Massachusetts 01027,01027,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD MI PI 
SF SI SMHA SWFS ? CO SMI ? COOT FPSY ? STU ? SMON ? ADLT CHLD SNR YAD ? SP"
Catholic Charities Family Counseling and Guidance Ctr,"152 Sylvan Street, 3rd Floor",Danvers,Massachusetts 01923,01923,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD MI OSF 
PI SF SI ? CO ? COOT FPSY ? SMPD ? ADLT CHLD SNR YAD ? SP F67 F44"
Achieve TMS East Dorchester,2110 Dorchester Avenue Suite 308,Dorchester Center,Massachusetts 02124,02124,? MH ? OP ? OMH ? PVTP ? MD MI PI SF SI VAF ? SMON ? ADLT SNR YAD
Codman Square Health Center Substance User Health Services,637 Washington Street,Dorchester Center,Massachusetts 02124,02124,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? FQHC ? 
CLF CSBG MC MD OSF PI SF SI ? SS ? CO HV ? CDM CM COOT DEC FPSY IPC ? NRT NSC 
STU TCC ? SMPD ? ADLT CHLD SNR YAD ? SP F19 F28"
Steward Carney Hospital Behavioral Health Services,2100 Dorchester Avenue,Dorchester Center,Massachusetts 02124,02124,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
PVTP ? MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? TAY SE CO TRMA ALZ SED SMI ? CDM 
CM COOT DEC ES FPSY HS ICM IMR IPC PRS SPS PEER ? NRT NSC STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH ? SP F19 F92"
Eliot Community Human Services,173 Chelsea Street,Everett,Massachusetts 02149,02149,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? 
CLF CMHG CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? SE TRMA PTSD 
SED ? CM COOT ES FPSY ICM PEER ? NRT NSC STU ? SMPD ? ADLT CHLD SNR YAD ? AH ? 
SP F17 F67 F92"
Everett Hospital,103 Garland Street,Everett,Massachusetts 02149,02149,"? MH SUMH ? HI OP ? PSY ? AT BMT CBT DBT ECT GT IDD IPT PTM ? WI ? LMG ? MC MD PI 
SF SI ? SE ? CDM CM DEC FPSY ICM ? NRT STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP"
Arbour Counseling Services Fall River,1082 Davol Street 2nd Floor,Fall River,Massachusetts 02720,02720,"? MH SUMH ? OP PHDT ? MSNH ? AT BMT CBT CFT GT IDD IPT PTM TT ? PVTP ? MC MD PI 
SF SI ? GL CO SMI ? COOT FPSY ? STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F19 
F28 F67"
Child and Family Services Inc Fall River,66 Troy Street,Fall River,Massachusetts 02720,02720,"? MH ? OP TELE ? OMH ? AT BMT CBT CFT GT IPT PTM TT ? PVTN ? CSBG MC MD MI OSF 
PI SF SI SWFS ? TRMA SED ? COOT ? STU ? SMPD ? ADLT CHLD SNR YAD ? SP F30 F67"
Dr John C Corrigan MH Ctr,49 Hillside Street,Fall River,Massachusetts 02720,02720,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT DBT GT IPT PTM TT ? WI ? SMA ? MC MD PI 
SF SI SMHA ? PA ? TAY TRMA SMI ? CM SEMP SH PEER ? NRT NSC STU TCC ? SMON ? 
ADLT SNR YAD ? AH ? SP F19 F67 F44"
Fall River Deaconess Home School IGH/Residential School,603 Rock Street,Fall River,Massachusetts 02720,02720,"? MH SUMH ? RES ? ORES ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? CLF 
CSBG OSF SCJJ SEF SMHA SWFS ? TAY GL MF CJ CO TRMA PED PTSD SED SMI ? CDM CM 
COOT DEC ES FPSY ICM IPC PRS SEMP SH SPS VRS ? SMPD ? CHLD YAD ? SP F19 F67"
Family Service Association,151 Rock Street,Fall River,Massachusetts 02720,02720,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? MC MD MI PI SF SI ? 
TAY SE GL VET ADM MF CJ CO HV TRMA ALZ PED PTSD SED SMI ? DEC FPSY PRS SPS ? 
STU TCC ? SMON ? ADLT CHLD SNR YAD ? SP F67 F44"
Institute for Health and Recovery Inc,275 Martine Street Suite 203,Fall River,Massachusetts 02723,02723,"? MH SUMH ? OP ? OMH ? BMT CBT CFT IDD IPT TT ? PVTN ? MC MD OSF PI SF SMHA 
SWFS ? PA SS ? TAY SE TRMA SED ? CM COOT FPSY SH PEER ? STU ? SMON ? ADLT 
CHLD SNR YAD"
Saint Annes Hospital Behavioral Health,795 Middle Street,Fall River,Massachusetts 02721,02721,"? MH SUMH ? HI OP ? PSY ? AT BMT CBT GT IDD PTM ? WI ? PVTP ? MC MD MI OSF PI SF 
SI SMHA VAF ? SE CO ALZ ? CDM COOT FPSY SPS ? NRT NSC STU TCC ? SMON ? ADLT 
SNR ? AH ? F67"
Steppingstone Inc Outpatient Mental Health Clinic,279 North Main Street,Fall River,Massachusetts 02720,02720,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? CSBG MC MD PI SF 
SI ? STU ? SMON ? ADLT SNR YAD ? SP F67"
Gosnold Counseling Center,196 Ter Heun Drive,Falmouth,Massachusetts 02540,02540,"? MH SUMH ? OP TELE ? OMH ? CBT CFT DBT GT IPT PTM ? PVTN ? ITU MC MD MI PI SF SI 
SMHA ? CO ? CM COOT FPSY ? SMPD ? ADLT CHLD SNR YAD"
Behavioral Health Network (BHN) Agawam Counseling Center,30 Southwick Street,Feeding Hills,Massachusetts 01030,01030,"? MH SUMH ? OP ? OMH ? CBT CFT GT IDD IPT PTM TT ? CIT ? PVTN ? MC MD MI PI SF 
SMHA ? SS ? GL ? CM COOT FPSY IPC ? NSC STU ? SMPD ? ADLT CHLD SNR YAD ? AH ? 
SP"
