Name,Address,City,State,Zip,Services
"Pacific Solstice Behavioral Health 23461 South Pointe Drive, Suite 340",Laguna Hills,California 92653,Phone: (949) 200-7929,,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? LMG ? CLF 
MC MD SF ? PA SS ? TAY GL MF CO TRMA PTSD SED ? CM FPSY ICM SPS ? SMON ? CHLD 
YAD ? SP"
Clearview Treatment Programs Outpatient Center,1334 Westwood Boulevard Los Angeles,California 90024,Phone: (800) 573-0770,,"? MH SUMH ? RES ? RTCA ? AT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? ITU MI OSF PI 
SF VAF ? TRMA PTSD ? CM DEC FPSY IPC SPS ? NRT NSC STU TCC ? SMPD ? ADLT SNR 
YAD"
Didi Hirsch Mental Health Services Jump Street,1233 South La Cienega Boulevard Los Angeles,California 90035,Phone: (310) 855-0031,,"? MH ? OP TELE ? CMHC ? BMT CBT CFT GT IPT PTM TT ? PVTN ? FQHC ? CLF CMHG MC 
MD OSF SF ? GL TRMA PTSD SED ? CM COOT ? SMON ? CHLD ? AH ? SP"
Downtown Mental Health Center 529 South Maple Avenue,Los Angeles,California 90013,Phone: (213) 629-6200,,"? MH ? OP ? CMHC ? BMT CBT CFT GT IPT PTM TT ? PVTN ? CMHG MC SF SMHA SWFS ? 
TRMA PTSD SED ? CM FPSY PRS SPS ? SMON ? CHLD ? SP"
Hathaway/Sycamores Child/Family Servs Community Servs,5100 South Eastern Avenue Suite 110,Los Angeles,41,,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT IDD IPT PTM TT ? CIT ? PVTN ? CLF CMHG 
MC MD OSF SCJJ SEF SMHA SWFS ? CO TRMA PTSD SED ? CM FPSY ICM SPS PEER ? 
SMPD ? ADLT CHLD YAD ? SP"
2001 South Barrington Avenue Suite 312,Los Angeles,California 90025,Phone: (562) 356-8686,,"? MH ? OP ? OMH ? CFT GT IPT PTM TT ? PVTN ? MC SI SMHA SWFS ? PTSD SED ? CM 
COOT PRS TPC ? SMON ? CHLD YAD ? SP"
Vista Del Mar Outpatient Center 3200 Motor Avenue,Los Angeles,California 90034,Phone: (310) 836-1223x500,,"? MH SUMH ? HI ? PSY ? BMT CBT DBT GT IDD IPT PTM TT ? PVTP ? CLF MC MD PI SF SI 
SMHA VAF ? VET CO TRMA SMI ? ACT CDM DEC FPSY IMR IPC PRS SH SPS ? SMPD ? ADLT 
YAD ? SP"
"452 Old Mammoth Road, Suite 304",Mammoth Lakes,California 93546,Phone: (760) 924-1740,,"? MH SUMH ? RES ? RTCC ? AT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? PI SF ? GL CO 
TRMA PTSD SED ? CM DEC ES FPSY ICM IPC PRS SPS ? NRT NSC STU TCC ? SMON ? 
CHLD"
Merced County Behavioral Health RS Youth Outpatient Mental Health Serv,480 East 13th Street,Building 2,Merced,,"? MH ? OP ? OMH ? AT BMT CBT DBT IPT PTM TT ? CIT ? PVTN ? CMHG MD SCJJ SI SMHA 
SWFS ? TAY GL CJ CO TRMA PED PTSD SED SMI ? ACT CM ES FPSY HS ICM IMR PRS SH 
SPS TPC PEER ? SMON ? CHLD YAD ? AH ? SP F37"
Western Youth Services 26137 La Paz Road Suite 230,Mission Viejo,California 92691,Phone: (949) 595-8610,,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF 
CMHG MC MD OSF SF SI SMHA ? PA ? TAY CO TRMA PTSD SMI ? ACT CM COOT ES FPSY 
HS ICM PRS SPS PEER ? SMPD ? ADLT YAD ? AH ? SP F36 F47"
Pacific Clinics East Outpatient,902 South Myrtle Avenue,Monrovia,52,,"? MH ? OP ? OMH ? AT CBT GT IPT TT ? LMG ? CLF MD MI OSF PI SEF SI SMHA SWFS VAF 
? SED ? CM FPSY PRS ? STU ? SMON ? CHLD YAD ? SP"
Nevada City,California 95959,Phone: (530) 265-9057,Intakes: (530) 966-8831 (530) 265-9057x226,,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF CMHG 
CSBG MC MD MI OSF PI SF SI SMHA VAF ? PA SS ? TAY SE CJ CO TRMA PTSD SED SMI ? 
CM COOT FPSY HS ICM IMR IPC PRS SH SPS TPC PEER ? STU ? SMON ? ADLT CHLD SNR 
YAD ? AH ? SP"
15305 Rayen Street,North Hills,California 91343,Phone: (818) 892-3423,,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT TT ? CIT ? PVTP ? PI SF ? 
GL CO TRMA PED PTSD SMI ? CM ES FPSY ICM SPS ? SMOP ? ADLT CHLD SNR YAD ? SP 
F92"
Crisis Support Servs of Alameda Cnty,6117 Martin Luther King Jr Way Oakland,California 94609,Phone: (510) 420-2460,,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? CIT WI ? LMG ? CLF CMHG 
CSBG MC MD OSF SCJJ SI SMHA SWFS ? PA ? CO ? ACT CM FPSY HS ICM PRS SH SPS ? 
SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
"WestCoast Childrens Clinic 3301 East 12th Street, Suite 259",Oakland,California 94601,Phone: (510) 269-9030,,"? MH SUMH ? OP TELE ? OMH ? CBT DBT GT IDD IPT PTM TT ? PVTP ? CLF MC MD PI SI 
SMHA ? SE GL CO TRMA PTSD SMI ? ACT DEC FPSY HS ICM PRS SEMP VRS PEER ? NRT 
NSC STU TCC ? SMPD ? ADLT SNR YAD ? SP F17"
St Josephs Hospital Behavioral Health Services 1100 West Stewart Drive,Orange,California 92868,Phone: (714) 771-8000x18257,,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? LMG ? CLF 
CSBG MC MD OSF SF ? TAY SE GL CO TRMA PED PTSD SED SMI ? CDM CM FPSY ICM IMR 
PRS SH VRS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F17 F92"
Crestwood Healing Center,550 Patterson Boulevard Pleasant Hill,California 94523,Phone: (925) 938-8050,,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? LMG ? CLF 
CMHG MC MD MI PI SF SI SMHA VAF ? PA ? SE CO TRMA PTSD SMI ? CDM CM FPSY HS ICM 
IMR PRS SEMP SH SPS VRS PEER ? STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP"
"Ettie Lee Youth and Family Services 160 East Holt Avenue, Suite B",Pomona,California 91767,Phone: (909) 620-2521,,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IPT TT ? CIT ? PVTN ? CLF CMHG OSF PI 
SCJJ SF SI SMHA SWFS ? PA SS ? GL ? ACT CM COOT FPSY HS ICM SPS ? SMON ? ADLT 
CHLD YAD ? SP"
Center for Discovery Rancho Palos Verdes 30175 Avenida Tranquila,Rancho Palos Verdes,California 90275,Phone: (866) 862-3631,,"? MH ? HI ? PSY ? AT BMT GT IPT PTM ? WI ? LMG ? MC MI PI SF SI ? SE CO ALZ SMI ? 
CDM CM IPC SPS ? NRT STU TCC ? SMON ? ADLT SNR ? AH ? SP F81"
1710 Barton Road,Redlands,California 92373,Phone: (909) 558-9200,,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT CFT DBT GT IDD IPT PTM ? WI ? PVTP ? ITU 
MC MD MI PI SF SI SMHA ? CO TRMA PTSD SMI ? DEC FPSY ICM IMR PRS SPS ? NRT NSC 
STU TCC ? SMON ? ADLT SNR YAD ? AH"
Heritage Oaks Hospital,4250 Auburn Boulevard,Sacramento,73,,"? MH SUMH ? HI RES ? PSY ? AT BMT CBT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF MD 
SF SI SMHA ? TAY SE CO TRMA SMI ? CM DEC ES HS IMR PRS SEMP SPS VRS PEER ? 
SMPD ? ADLT SNR YAD ? AH"
Kaiser Permanente Medical Center Outpatient Psychiatry,8247 East Stockton Boulevard Sacramento,California 95823,Phone: (916) 525-6100,,"? MH SUMH ? OP ? OMH ? CBT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF MC MD 
SMHA ? PA ? CO TRMA PTSD SMI ? ACT CM COOT DEC HS ICM PRS SPS VRS PEER ? STU 
? SMPD ? ADLT SNR YAD ? AH ? SP F36 F37 F66 F92 F65 F91"
Pathways to Success After Homelessness Turning Point Community Programs,"3810 Rosin Court, Suite 180",Sacramento,74,,"? MH SUMH ? RES TELE ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? MC 
MD PI SCJJ SEF SMHA SWFS ? GL TRMA PED PTSD SED ? CM COOT DEC ES FPSY HS ICM 
LAD PRS SEMP SPS VRS PEER ? SMON ? CHLD ? SP"
River Oak Center for Children,5445 Laurel Hills Drive Sacramento,California 95841,Phone: (916) 609-5100,,"? MH ? OP ? CMHC ? BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? FQHC ? CLF CMHG 
CSBG MC MD OSF SCJJ SEF SI SMHA SWFS ? TAY GL CJ CO HV TRMA TBI PTSD SED SMI ? 
CM COOT FPSY ICM PRS SPS ? SMON ? CHLD YAD ? AH ? SP F37 F43 F47 F81 F92"
Salinas,California 93906,Phone: (831) 796-1700,Intake: (888) 258-6029,,"? MH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? CLF MC MD 
SMHA ? SMI ? CM FPSY HS IMR PRS SH VRS PEER ? TCC ? SMPD ? ADLT SNR YAD ? AH ? 
SP F17 F36 F37 F70 F81 F92 F44 F65"
Valley Star Crisis Residential Treatment,780 East Gilbert Street Building H,San Bernardino,77,,"? MH ? OP TELE ? OMH ? CBT CFT GT IPT PTM TT ? CIT ? LMG ? CLF MC MD OSF SF ? GL 
TRMA PED PTSD SED SMI ? CM FPSY ICM PRS SH SPS ? STU ? SMPD ? ADLT CHLD SNR 
YAD ? AH ? SP F81"
Center for Discovery Del Mar,4421 Carmel Valley Road San Diego,California 92130,Phone: (866) 862-3631,,"? MH SUMH ? OP PHDT ? PH ? CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTP ? MC MI PI SF 
? SMI ? CM DEC FPSY HS IPC SPS ? STU ? SMPD ? ADLT SNR YAD"
San Diego County BHS,North Central Mental Health Center,1250 Morena Boulevard,San Diego,,"? MH ? HI OP ? PSY ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF ITU MD 
MI PI SCJJ SF SI SMHA SWFS ? TRMA PED SED ? CM DEC ES FPSY PRS SPS ? STU TCC ? 
SMON ? CHLD ? AH ? SP"
VA San Diego Healthcare System Mission Valley Clinic,8810 Rio San Diego Drive San Diego,California 92108,Phone: (619) 400-5000,,"? MH SUMH ? OP PHDT ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? SF ? 
TAY SE GL VET ADM MF CO HV TRMA PED PTSD ? CM DEC ES FPSY IPC PRS ? SMPD ? 
ADLT SNR YAD ? SP"
Family Service Agency of San Francisco,6221 Geary Boulevard,2nd Floor,San Francisco,,"? MH SUMH ? RES ? RTCA ? AT CBT GT IDD IPT TT ? PVTN ? CLF SF ? SMI ? DEC HS IMR 
PRS ? STU ? SMON ? ADLT SNR YAD"
"815 Hyde Street, Suite 100",San Francisco,California 94109,Phone: (415) 673-5700x1101,,"? MH SUMH ? HI OP PHDT TELE ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? CIT WI ? 
VAMC ? VAF ? SE GL VET MF CJ CO HV TRMA TBI ALZ PED PTSD SMI ? ACT CDM CM COOT 
DEC FPSY HS ICM IMR IPC PRS SEMP SPS VRS PEER ? NRT NSC STU TCC ? SMPD ? ADLT 
SNR YAD ? VO"
VA Greater Los Angeles VAMC,San Luis Obispo Comm/Based OP Clinic,"1288 Morro Street, Suite 200",San Luis Obispo,,"? MH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? PVTN ? FQHC ? CLF OSF 
SF ? SS ? TRMA PTSD ? ACT CM COOT FPSY ICM SPS VRS ? SMPD ? ADLT CHLD SNR YAD 
? SP F25"
Casa Pacifica,Community Based Services,2615 South Miller Street Suites 105-106,Santa Maria,,"? MH SUMH ? OP RES ? RTCC ? AT BMT CBT CFT GT IDD IPT PTM TT ? CIT ? PVTN ? CLF 
CMHG CSBG MD OSF SMHA SWFS ? PA ? GL CO HV TRMA PTSD SED ? CM DEC ES FPSY 
HS ICM LAD PRS SH TPC VRS ? STU ? SMON ? CHLD ? SP F47 F70 F81 F92"
South San Francisco,California 94080,Phone: (650) 877-8642,Intakes: (650) 877-8642x226 (650) 877-8642x5,,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? FQHC ? 
CLF MD SI ? SS ? ACT CM ICM PRS SPS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
San Joaquin County BH Services,1212 North California Street Stockton,California 95202,Phone: (209) 468-8750,,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? LMG ? 
CMHG MC MD OSF PI SCJJ SF SI SMHA SWFS ? SS ? TAY CJ CO TRMA SED SMI ? CM 
COOT FPSY HS ICM PRS SH SPS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
Los Angeles County DMH,Olive View Community MH UCC,14659 Olive Drive,Sylmar,,"? MH ? OP ? OMH ? BMT ? PVTN ? CLF SMHA ? PA ? CJ SMI ? COOT PRS SEMP VRS PEER 
? SMPD ? ADLT SNR YAD ? SP"
12625 Hesperia Road,Victorville,California 92395,Phone: (760) 995-8300,,"? MH SUMH ? OP ? CMHC ? CBT CFT GT IDD IPT PTM ? CIT ? PVTN ? MC MD SF SI ? PA ? 
SE CO TRMA PTSD ? CM HS ICM PRS SPS ? SMPD ? ADLT SNR ? AH ? SP F25 F5"
