Name,Address,City,State,Zip,Services
Boise VAMC / Mental Health Division,500 West Fort Street,Boise,Idaho 83702,83702,"? MH SUMH ? HI OP RES TELE ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? WI ? VAMC 
? MC MI PI SF VAF ? GL VET CJ CO TRMA TBI PTSD SMI ? ACT CDM CM COOT DEC FPSY HS 
ICM IPC LAD SEMP SH SPS VRS PEER ? NRT NSC STU TCC ? SMPD ? ADLT SNR YAD ? VO"
Brighter Future Health Inc,9196 West Emerald Street Suite 130,Boise,Idaho 83704,83704,"? MH SUMH ? OP ? OMH ? AT CBT CFT DBT GT IDD IPT TT ? PVTP ? MC MD MI PI SF ? SS ? 
SE GL VET ADM MF CJ CO TRMA TBI PTSD SED SMI ? CM FPSY HS ? SMPD ? ADLT CHLD 
SNR YAD"
Community Partnerships of Idaho Inc,"3076 North Five Mile Road, Suite A",Boise,Idaho 83713,83713,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MC MD PI 
SF SI ? TAY CO TRMA PTSD SED SMI ? CM COOT FPSY PRS SPS VRS ? STU ? SMPD ? ADLT 
CHLD SNR YAD ? SP"
Community Support Center,716 North Orchard Street,Boise,Idaho 83706,83706,"? MH SUMH ? OP PHDT TELE ? PH ? AT BMT CBT CFT DBT GT IPT TT ? PVTP ? MC MD PI SF 
SI SMHA ? SE GL VET ADM TRMA TBI PTSD SMI ? CM COOT ICM PRS ? SMPD ? ADLT SNR 
YAD"
Human Supports of Idaho Inc,4477 West Emerald Street Suite C-100,Boise,Idaho 83706,83706,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? 
MC MD PI SCJJ SF SI SMHA SWFS ? TAY SE CO PTSD SED SMI ? CM COOT FPSY IMR PRS 
SPS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD"
Idaho Behavioral Health Boise,2273 South Vista Avenue Suite 190,Boise,Idaho 83705,83705,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT IDD IPT PTM TT ? CIT ? PVTP ? CLF 
CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? CM COOT 
FPSY PRS SPS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F25 F28 F30 F10"
Intermountain Hospital,303 North Allumbaugh Street,Boise,Idaho 83704,83704,"? MH SUMH ? HI PHDT ? PSY ? AT CBT GT IDD IPT PTM ? PVTP ? CLF ITU MC MD MI OSF PI 
SF SMHA SWFS VAF ? SE VET MF CO PTSD SED SMI ? CM ? NRT NSC STU ? SMPD ? ADLT 
CHLD SNR YAD ? SP"
Leyline Advocates,921 South Orchard Street Suite 100,Boise,Idaho 83705,83705,"? MH ? OP TELE ? CMHC ? AT BMT CBT CFT GT IPT TT ? CIT ? PVTP ? MD PI SF ? TRMA 
PTSD SED SMI ? CM COOT FPSY ICM PRS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP 
F4 F25 F28 F70 F104 F46 F79 F88"
Leyline Advocates Mental Health,921 South Orchard Street,Boise,Idaho 83705,83705,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT IPT TT ? CIT ? PVTP ? MD PI SF ? SS 
? TAY SE GL CO HV TRMA TBI PED PTSD SED SMI ? ACT CM COOT FPSY PRS ? SMPD ? 
ADLT CHLD SNR YAD ? F86"
Pioneer Health Resources,545 North Benjamin Lane Suite 185,Boise,Idaho 83704,83704,"? MH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF 
CMHG CSBG ITU MC MD OSF PI SCJJ SEF SF SMHA SWFS VAF ? SED SMI ? CM COOT ES 
FPSY HS ICM PRS PEER ? NSC ? SMPD ? ADLT CHLD SNR YAD"
Region IV Behavioral Health,"1720 Westgate Drive, Suite A-1",Boise,Idaho 83704,83704,"? MH ? OP ? CMHC ? CBT DBT GT IPT PTM ? CIT WI ? SMA ? CMHG OSF SF SMHA SWFS ? 
PA SS ? CJ CO SED SMI ? ACT CM COOT SPS VRS PEER ? SMON ? ADLT CHLD SNR YAD ? 
SP F70 F69"
Saint Alphonsus Behav Hlth Servs,131 North Allumbaugh Street,Boise,Idaho 83704,83704,"? MH SUMH ? HI OP ? PSY ? AT CBT DBT GT PTM ? PVTN ? CLF MC MD MI SI SMHA ? SS ? 
SED ? SPS ? SMON ? ADLT CHLD SNR YAD ? AH"
Terry Reilly Health Services / Comm Health Clinics/Boise Clinic,300 South 23rd Street,Boise,Idaho 83702,83702,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT IDD IPT PTM TT ? WI ? FQHC ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? TAY SE CJ CO SED SMI ? 
CDM CM COOT DEC ES IPC SPS ? STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
Terry Reilly Health Services Community Health Clinic,408 North Allumbaugh Road,Boise,Idaho 83704,83704,"? MH SUMH ? OP ? OMH ? BMT CBT CFT IPT TT ? FQHC ? CLF CMHG CSBG MC MD MI OSF 
PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? TAY SE TRMA PTSD SED SMI ? SPS ? STU ? ADLT 
CHLD SNR YAD ? AH ? SP"
Tidwell Social Work Services and Consulting Inc,5999 West State Street,Boise,Idaho 83703,83703,"? MH ? OP ? OMH ? AT BMT CBT CFT DBT GT IPT TT ? PVTN ? CLF MD MI OSF PI SCJJ SEF 
SF SI SWFS ? PA SS ? TRMA PTSD ? CM FPSY PRS PEER ? SMPD ? ADLT CHLD SNR YAD ? 
AH"
Boulder Creek Academy,147 Emerson Lane,Bonners Ferry,Idaho 83805,83805,"? MH ? RES TELE ? RTCC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? PI SEF SF ? 
CM DEC ES FPSY HS IMR PRS ? SMON ? CHLD"
IDHW Region 5 Burley,2241 Overland Avenue,Burley,Idaho 83318,83318,"? MH SUMH ? OP ? CMHC ? BMT CBT DBT GT IPT PTM TT ? CIT WI ? SMA ? CLF CMHG 
CSBG MC MD MI PI SF SI ? PA SS ? CJ ? ACT CM COOT FPSY PRS SPS PEER ? SMON ? 
ADLT CHLD SNR YAD ? AH ? SP"
Leyline Advocates Mental Health Burley Office,"1321 Oakley Avenue, Suite 2",Burley,Idaho 83318,83318,"? MH ? OP TELE ? CMHC ? AT BMT CBT CFT GT IPT TT ? CIT ? PVTP ? MD PI SF ? TRMA 
PTSD SED SMI ? CM COOT FPSY ICM PRS PEER ? SMPD ? ADLT CHLD SNR YAD ? SP"
Pathways Inc,"2311 Parke Avenue, Suite 8",Burley,Idaho 83318,83318,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT IPT TT ? CIT ? PVTP ? MD PI SCJJ SF SI 
SMHA SWFS ? CM COOT FPSY PRS PEER ? SMPD ? ADLT CHLD SNR YAD ? SP"
Preferred Child and Family Services Burley,"2271 Overland Avenue, Suite 5",Burley,Idaho 83318,83318,"? MH SUMH ? OP ? OMH ? CBT CFT GT IPT TT ? CIT ? PVTP ? MD OSF PI SCJJ SF ? TAY SE 
GL VET CJ CO TRMA TBI PED PTSD SED SMI ? CM COOT ? SMPD ? ADLT CHLD SNR YAD"
ProActive Behavioral Health,2223 Overland SH Center,Burley,Idaho 83318,83318,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? WI ? PVTP ? CLF 
CMHG CSBG MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? SS ? TAY GL ADM MF CJ CO HV 
TRMA TBI SED SMI ? ACT CM COOT FPSY ICM IMR IPC PRS SPS PEER ? TCC ? SMPD ? 
ADLT CHLD SNR YAD ? AH"
Human Supports of Idaho Inc,314 Badiola Street,Caldwell,Idaho 83605,83605,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? 
MC MD PI SCJJ SF SI SMHA SWFS ? TAY SE CO PTSD SED SMI ? CM COOT FPSY IMR PRS 
SPS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD"
Idaho Behavioral Health Inc Caldwell,524 South 9th Avenue Suite 103,Caldwell,Idaho 83605,83605,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT IDD IPT TT ? CIT ? PVTP ? CLF CSBG 
ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? CM COOT FPSY PRS SPS 
PEER ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP F67"
IDHW Region 3 Caldwell,3402 Franklin Road,Caldwell,Idaho 83605,83605,"? MH SUMH ? OP ? CMHC ? CFT DBT GT IDD IPT PTM ? CIT ? SMA ? MI PI SF SMHA ? PA SS 
? CJ CO SED SMI ? ACT CM COOT FPSY IMR PRS SPS VRS PEER ? SMON ? ADLT CHLD SNR 
YAD ? AH ? SP"
Recovery 4 Life,709 Dearborn Street,Caldwell,Idaho 83605,83605,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? CLF CMHG 
CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY VET CO TRMA PTSD SED 
SMI ? ACT CM COOT FPSY ICM ? STU ? SMPD ? ADLT CHLD SNR YAD"
Terry Reilly Health Services Community Health Clinic,2005 Arlington Avenue,Caldwell,Idaho 83605,83605,"? MH SUMH ? OP ? OMH ? BMT CBT CFT IPT PTM TT ? WI ? FQHC ? CLF CMHG CSBG MC 
MD MI OSF PI SCJJ SEF SF SMHA SWFS ? PA SS ? TAY SE CO SED SMI ? CDM CM DEC ES 
IPC SPS ? STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? SP"
West Valley Medical Center Behavioral Health Services,1717 Arlington Avenue,Caldwell,Idaho 83605,83605,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT DBT ECT GT IPT PTM TT ? WI ? PVTP ? CLF 
ITU MC MD MI PI SCJJ SF SI SMHA SWFS VAF ? CM ES FPSY IPC SPS ? NRT NSC STU TCC ? 
SMON ? ADLT SNR YAD ? AH ? SP"
Highroad Human Services Inc CDA,7905 North Meadowlark Way Suite B,Coeur d Alene,Idaho 83815,83815,"? MH ? OP ? OMH ? AT BMT CBT CFT DBT IPT TT ? PVTP ? MD PI SCJJ SEF SF SMHA SWFS 
? CM COOT FPSY ? SMON ? ADLT CHLD SNR YAD"
Mann Grandstaff VAMC BHS (116) Coeur d Alene CBOC,915 West Emma Avenue,Coeur d Alene,Idaho 83814,83814,"? MH ? OP TELE ? CBT GT IDD IPT PTM TT ? VAMC ? VAF ? 
VET TRMA PTSD ? CM DEC FPSY HS IPC SH SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT 
SNR YAD ? VO"
Mental Wellness Clinic of Coeur d Alene,1105 West Ironwood Drive,Coeur d Alene,Idaho 83814,83814,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MC MD MI PI 
SCJJ SF SI SMHA SWFS ? CM FPSY PRS PEER ? SMPD ? ADLT CHLD SNR YAD"
Randi Korell,113 North Commercial Street,Emmett,Idaho 83617,83617,"? MH ? OP ? OMH ? BMT CBT DBT IPT TT ? PVTP ? CLF MD MI PI SCJJ SEF SF SI SWFS ? 
FPSY SPS ? SMPD ? ADLT CHLD YAD"
Hollis Mental Health Services LLC,620 South Idaho Avenue,Fruitland,Idaho 83619,83619,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IPT TT ? PVTP ? CLF MD MI OSF PI SCJJ 
SEF SF SWFS ? PA ? TAY SE GL VET MF CJ CO TRMA PTSD SED SMI ? COOT FPSY ? SMPD 
? ADLT CHLD SNR YAD"
Project Patch Youth Program,25 Miracle Lane,Garden Valley,Idaho 83622,83622,"? MH ? RES ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? PI SCJJ SEF SF SI 
SWFS ? SS ? TRMA PTSD SED ? CM ES FPSY ? SMON ? CHLD"
Adams County Behav Health Servs Adams County Health Center,205 Berkley Avenue,Council,Idaho 83612,83612,"? MH ? OP ? OMH ? BMT CBT CFT IPT PTM ? WI ? PVTN ? FQHC ? CLF CMHG CSBG MC MD 
MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? CDM CM COOT DEC ES IPC ? NSC STU 
TCC ? SMPD ? ADLT CHLD SNR YAD"
ProActive Behavioral Health,215 University Avenue,Gooding,Idaho 83330,83330,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? WI ? PVTP ? MC MD 
PI SCJJ SEF SF SI SWFS ? SS ? TAY SE GL VET ADM MF CJ CO HV TRMA TBI PED SED SMI ? 
ACT COOT ES FPSY ICM IMR IPC PRS SPS PEER ? TCC ? SMPD ? ADLT CHLD SNR YAD ? AH 
? SP"
Reddoor Rehabilitation Inc,85 South Main Street Driggs,Idaho 83422,Phone: (208) 354-3005,,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? CIT WI ? PVTP ? MD PI SF 
SWFS ? PA SS ? TAY SE GL CO TRMA PED PTSD SED SMI ? CM COOT DEC PRS ? SMPD ? 
ADLT CHLD SNR YAD"
Emmett Csl and Psychiatric Services,"2007 East Quail Run Road, Suite 1",Emmett,Idaho 83617,83617,"? MH ? OP ? OMH ? AT BMT CBT CFT IPT PTM TT ? WI ? PVTP ? MC MD MI PI SCJJ SF SI 
VAF ? PA SS ? CM FPSY PRS PEER ? SMON ? ADLT CHLD SNR YAD ? AH"
Camas Professional Counseling LLC,304 North State Street,Grangeville,Idaho 83530,83530,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT TT ? CIT ? PVTP ? CLF CMHG 
CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? SE ADM MF CO PED 
PTSD SMI ? ACT CM COOT SPS ? SMPD ? ADLT CHLD SNR YAD ? AH"
Region II Mental Health Center,216 South C Street,Grangeville,Idaho 83530,83530,"? MH ? OP TELE ? OMH ? CBT DBT GT IDD IPT PTM TT ? CIT WI ? OSG ? CMHG MC MI PI SF 
SMHA ? PA ? SED SMI ? CM COOT PRS SPS PEER ? SMPD ? ADLT CHLD SNR YAD"
Sant Lukes Clinic Mental Health Services,"1450 Aviation Drive, Suite 202",Hailey,Idaho 83333,83333,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? PVTN ? MC MD MI PI SF SI ? 
SS ? COOT FPSY SPS ? STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Allstar Counseling Inc,"550 2nd Street, Suite 266",Idaho Falls,Idaho 83401,83401,"? MH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF CMHG 
CSBG MC MD OSF PI SCJJ SEF SF SI SMHA SWFS ? PA ? TAY SE GL CO TRMA TBI ALZ PED 
PTSD SED SMI ? ACT CM COOT DEC FPSY ICM PRS SPS PEER ? TCC ? SMPD ? ADLT CHLD 
SNR YAD ? AH ? SP F30"
Beehive Rehabilitation and Counseling,"490 Park Avenue, Suite 4",Idaho Falls,Idaho 83402,83402,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? CLF 
MD OSF PI SCJJ SF SI SMHA SWFS ? TAY SE CO TRMA PTSD SMI ? CM ES FPSY IMR PRS 
SPS PEER ? SMPD ? ADLT CHLD SNR YAD ? AH"
Childrens Supportive Services,1565 East Lincoln Road,Idaho Falls,Idaho 83401,83401,"? MH ? OP ? CMHC ? BMT CBT CFT GT IPT PTM TT ? CIT ? PVTP ? CLF MD OSF PI SCJJ SEF 
SF SI SMHA SWFS ? PA SS ? TAY SED ? CM FPSY PRS ? SMPD ? ADLT CHLD YAD ? SP"
Community Mental Health Services,1400 Benton Street,Idaho Falls,Idaho 83401,83401,"? MH ? OP ? OMH ? CBT CFT DBT GT IPT TT ? PVTP ? MC 
MD PI SF SI VAF ? PA ? SMI ? CM PRS SPS PEER ? SMPD ? ADLT CHLD SNR YAD"
Counseling Clinic of Youth and Family Renewal Services/Ashton Mem Inc,1600 John Adams Parkway 102,Idaho Falls,Idaho 83401,83401,"? MH ? OP ? OMH ? BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? CLF MC MD MI PI 
SCJJ SF SMHA SWFS VAF ? TAY SE GL VET ADM MF CJ CO HV TRMA TBI PED PTSD SED SMI 
? COOT FPSY PRS ? SMPD ? ADLT CHLD SNR YAD"
Eastern Idaho Regional Medical Ctr Behavioral Healthcare,2280 East 25th Street,Idaho Falls,Idaho 83404,83404,"? MH ? HI RES TELE ? PSY ? AT BMT CBT CFT DBT ECT GT IPT PTM TT ? CIT ? PVTP ? CLF 
MC MD MI PI SCJJ SEF SF SI SMHA SWFS VAF ? SED SMI ? CM FPSY IPC SPS ? NRT STU 
TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Free Spirit Csl and Consulting,548 Lomax Street,Idaho Falls,Idaho 83401,83401,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? PVTP ? CLF MC MD MI OSF 
PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY SE GL VET ADM MF CJ CO HV TRMA TBI PED PTSD 
SED SMI ? CM COOT FPSY HS ICM SH ? TCC ? SMPD ? ADLT CHLD SNR YAD"
Healthy Care Solutions LLC,3522 Briar Creek Lane Idaho Falls,Idaho 83406,Phone: (208) 529-1660,,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IPT TT ? CIT ? PVTP ? MC MD PI SF SI 
SMHA SWFS ? PA SS ? TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI 
? CM ES FPSY PRS SPS PEER ? STU ? SMPD ? ADLT CHLD SNR YAD ? AH"
Human Dynamics and Diagnostics,2267 Teton Plaza,Idaho Falls,Idaho 83404,83404,"? MH SUMH ? OP TELE ? OMH ? CBT CFT DBT GT IPT PTM TT ? CIT ? PVTP ? MC MD MI PI 
SCJJ SF SI SMHA SWFS ? TAY SE GL CO TRMA TBI PED PTSD SED SMI ? CM COOT FPSY 
PRS PEER ? SMPD ? ADLT CHLD SNR YAD ? SP"
Idaho Recovery and Detox Children and Family Clinic,1327 East 17th,Idaho Falls,Idaho 83404,83404,"? MH SUMH ? OP PHDT TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? 
PVTP ? CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? 
CO SED ? CM COOT ES FPSY IPC PRS SPS PEER ? STU TCC ? SMPD ? ADLT CHLD SNR YAD 
? SP"
New Dawn Counseling LLC,703 John Adams Parkway,Idaho Falls,Idaho 83401,83401,"? MH ? OP TELE ? OMH ? AT BMT CBT CFT DBT IDD IPT TT ? PVTP ? MC MI PI SF VAF ? VET 
ADM MF CO TRMA TBI PTSD ? COOT FPSY ? TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
Pearl Health Clinic,2705 East 17th Street,Idaho Falls,Idaho 83406,83406,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? 
CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? CO PED 
PTSD SED ? ACT CDM CM COOT DEC FPSY IMR IPC PRS SPS PEER ? NSC TCC ? SMPD ? 
ADLT CHLD SNR YAD ? SP F17 F67"
Pettingill Counseling Services PC,1272 South Woodruff,Idaho Falls,Idaho 83404,83404,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF ITU 
MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY GL VET ADM MF TRMA PTSD SED SMI 
? ACT CM FPSY ICM PRS PEER ? STU ? SMPD ? ADLT CHLD YAD ? SP"
Region VII Behavioral Health / Adult and Child Mental Health Servs,"150 Shoup Avenue, Suite 17",Idaho Falls,Idaho 83402,83402,"? MH SUMH ? OP TELE ? OMH ? CBT GT IDD IPT PTM ? CIT ? SMA ? CMHG OSF PI SF SMHA 
SWFS ? PA SS ? CJ CO SED SMI ? ACT CM COOT FPSY PRS SEMP SPS TPC PEER ? SMPD ? 
ADLT CHLD SNR YAD ? AH ? SP"
Rehabilitative Health Services,"1675 Curlew Drive, Suite A",Idaho Falls,Idaho 83406,83406,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTP ? 
CLF ITU MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? PA SS ? TAY SE GL CJ CO HV TRMA TBI 
PED PTSD SED SMI ? ACT CM COOT DEC ES FPSY IMR IPC PRS SH SPS PEER ? NSC STU 
TCC ? SMPD ? ADLT CHLD SNR YAD ? SP"
Snake River Counseling Services,1284 South Woodruff Avenue,Idaho Falls,Idaho 83404,83404,"? MH ? OP ? OMH ? BMT CBT CFT DBT GT IPT TT ? CIT ? PVTP ? FQHC ? CLF MD MI OSF PI 
SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? CDM ES FPSY ? SMPD ? ADLT CHLD SNR YAD"
Sullivan Mental Health Services LLC,1904 Jennie Lee Drive,Idaho Falls,Idaho 83404,83404,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT TT ? PVTP ? CLF CMHG 
CSBG ITU MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? CO ? CM COOT FPSY IMR PRS 
SPS ? SMPD ? ADLT CHLD SNR YAD"
Tueller Counseling Services Inc,2275 West Broadway Street Suite G,Idaho Falls,Idaho 83402,83402,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? CLF 
MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? TAY SE CO TRMA PTSD SED SMI ? 
CDM CM COOT FPSY ICM IMR IPC PRS SPS PEER ? NRT NSC STU TCC ? SMPD ? ADLT 
CHLD SNR YAD ? SP"
Healthy Resolutions Kellogg Connie C Hahn PhD,135 McKinley Avenue Suite A,Kellogg,Idaho 83837,83837,"? MH ? OP ? OMH ? BMT CBT CFT IPT ? CIT ? SMA ? MD ? SED SMI ? ACT CM PRS ? SMPD 
? ADLT CHLD SNR YAD"
Northwest Childrens Home Residential Treatment Main Campus,419 22nd Avenue,Lewiston,Idaho 83501,83501,"? MH SUMH ? OP RES ? MSNH ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? ITU 
SCJJ SEF SF SI SMHA SWFS ? TAY GL CJ CO HV TRMA PED PTSD SED SMI ? CM ES FPSY 
PRS SEMP SPS ? STU ? SMON ? CHLD YAD"
Region II Mental Health Center,1118 F Street / P.O. Box B,Lewiston,Idaho 83501,83501,"? MH ? OP TELE ? OMH ? CBT DBT GT IDD IPT PTM TT ? CIT WI ? OSG ? CMHG MC MI PI SF 
SMHA ? PA ? CJ SED SMI ? ACT CM COOT PRS SPS PEER ? SMPD ? ADLT CHLD SNR YAD"
Saint Joseph Regional Medical Center Mental Health Clinic,428 6th Avenue,Lewiston,Idaho 83501,83501,"? MH SUMH ? HI ? PSY ? CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? MC MD MI PI SF 
SI ? CM SPS ? NRT STU TCC ? SMON ? ADLT SNR YAD ? AH"
