Name,Address,City,State,Zip,Services
Harford Belair Community Mental Health,4308 Harford Road,Baltimore,Maryland 21214,21214,"? MH ? OP ? CMHC ? CFT GT IPT PTM ? WI ? PVTN ? MC MD PI SF SI ? SE CJ CO ? ACT 
CDM COOT FPSY IMR SPS ? NSC STU ? SMPD ? ADLT CHLD SNR YAD"
Health Alliance Associates Inc,1017 East Baltimore Street,Baltimore,Maryland 21202,21202,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? PVTP ? MC MD PI SF ? SE 
GL VET ADM MF CJ CO HV TRMA PTSD SMI ? CDM DEC ES FPSY IMR IPC PEER ? NRT NSC 
STU TCC ? SMON ? ADLT SNR YAD"
Health Care for Homeless,421 Fallsway,Baltimore,Maryland 21202,21202,"? MH SUMH ? OP ? CMHC ? AT BMT CBT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? FQHC ? 
CLF CMHG CSBG MC MD OSF ? PA SS ? CO HV TRMA PTSD ? CDM CM COOT DEC ES FPSY 
HS ICM IMR IPC SH SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? SP"
Hebron House Inc,2300 Garrison Boulevard Suite 101,Baltimore,Maryland 21216,21216,"? MH ? OP ? OMH ? BMT CBT CFT GT IPT PTM ? WI ? PVTP ? CLF CSBG MD OSF SCJJ SEF 
SF SWFS ? PA SS ? FPSY PRS ? SMON ? ADLT CHLD SNR YAD"
Institute for Life Enrichment,5601 Loch Raven Boulevard Suite 105,Baltimore,Maryland 21239,21239,"? MH ? OP ? OMH ? AT BMT CBT CFT GT IDD IPT PTM TT ? PVTP ? MC MD PI ? TAY GL CJ HV 
PTSD ? CM COOT FPSY PRS SH SPS TPC ? SMON ? ADLT CHLD YAD"
JHBMC/Creative Alternatives,1821 A Portal Street,Baltimore,Maryland 21224,21224,"? MH SUMH ? OP ? OMH ? BMT CBT DBT GT IDD IPT PTM ? CIT ? SMA ? MC MD SMHA ? PA 
? SE SMI ? ACT CDM DEC ES HS ICM IMR PRS SEMP SH SPS VRS PEER ? STU TCC ? SMON 
? ADLT SNR YAD"
Johns Hopkins Bayview CMHC,4940 Eastern Avenue,Baltimore,Maryland 21224,21224,"? MH SUMH ? HI OP PHDT TELE ? PSY ? AT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? 
CLF MC MD MI OSF PI SEF SF SI ? TAY SE CO TBI PTSD SED SMI ? ACT CDM CM COOT DEC 
FPSY HS ICM IMR PRS SEMP SH SPS VRS ? NSC TCC ? SMPD ? ADLT CHLD SNR YAD ? AH 
? SP"
Johns Hopkins Childrens Mental Health Center,401 North Caroline Street,Baltimore,Maryland 21231,21231,"? MH ? OP ? CMHC ? AT CBT CFT DBT GT IPT PTM TT ? PVTN ? MD MI PI SF SI ? GL MF 
TRMA PTSD SED ? FPSY ? SMON ? CHLD ? AH ? SP"
JR Healthcare DBA Behavioral Health Clinic,2310 North Charles Street,Baltimore,Maryland 21218,21218,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? MC MD 
PI SF ? SS ? CO TRMA PTSD ? COOT PRS ? NRT STU TCC ? SMPD ? ADLT SNR YAD ? SP 
F36"
Kennedy Krieger Institute,707 North Broadway,Baltimore,Maryland 21205,21205,"? MH SUMH ? HI OP PHDT TELE ? PSY ? AT BMT CBT CFT ECT GT IDD IPT PTM TT ? CIT ? 
PVTN ? MC MD MI PI SEF SF SI SMHA ? PA SS ? TAY SE TRMA TBI PED PTSD SED SMI ? CM 
COOT ES FPSY LAD TPC ? STU ? SMON ? ADLT CHLD SNR YAD ? AH ? SP"
Key Point Health Services Inc,1012 North Point Road,Baltimore,Maryland 21224,21224,"? MH ? OP ? CMHC ? CFT GT IPT PTM ? PVTN ? MC MD MI PI SF ? SS ? CDM IMR ? STU ? 
SMPD ? ADLT CHLD SNR YAD"
King Health Systems Inc,3502 West Rogers Avenue Suite 1,Baltimore,Maryland 21215,21215,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? MD 
SF ? PA SS ? TAY SE CO HV TRMA PTSD SED SMI ? COOT FPSY HS PRS SEMP SH TPC VRS 
? SMPD ? ADLT CHLD SNR YAD"
Levindale Hebrew Geriatric Ctr/Hosp,2434 West Belvedere Avenue,Baltimore,Maryland 21215,21215,"? MH SUMH ? OP PHDT ? PH ? GT IPT PTM ? PVTN ? MC PI ? SE ? CDM CM IPC ? SMON ? 
SNR ? AH"
Maryland Treatment/Health Quest,3800 Frederick Avenue,Baltimore,Maryland 21229,21229,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MD PI SF ? TAY CJ CO 
? COOT FPSY ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD"
Medstar Union Memorial Hospital Counseling Center,3300 North Calvert Street,Baltimore,Maryland 21218,21218,"? MH ? OP PHDT ? MSNH ? BMT CBT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? FQHC ? MC 
MD PI ? SMI ? IMR ? STU ? SMON ? ADLT SNR YAD"
Mosaic Community Services Mental Health Clinic,2225 North Charles Street,Baltimore,Maryland 21218,21218,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? MC 
MD PI SF ? PA SS ? COOT FPSY IMR SPS ? STU ? SMON ? ADLT CHLD SNR YAD ? F70"
Mosaic Community Services Supportive Employment Program,2225 North Charles Street,Baltimore,Maryland 21218,21218,"? MH ? OP RES TELE ? CMHC ? CBT CFT GT IDD IPT PTM TT ? CIT ? PVTN ? MC MD MI PI 
SF SWFS ? CM DEC HS ICM PRS SEMP SH SPS VRS PEER ? STU TCC ? SMON ? ADLT SNR 
YAD ? AH"
National Pike Health Center Inc,1201 West Pratt Street Suite D,Baltimore,Maryland 21223,21223,"? MH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTP ? MD ? PA ? TAY 
SE GL VET MF CJ CO HV TRMA PTSD SED SMI ? FPSY PRS SPS ? SMPD ? ADLT CHLD YAD"
National Pike Health Center Inc,5411 Old Frederick Road Suites 13 and 14,Baltimore,Maryland 21229,21229,"? MH ? OP ? OMH ? BMT CBT CFT GT IPT PTM TT ? CIT WI ? PVTP ? MD ? PA ? TAY SE GL 
VET ADM MF CJ CO HV TRMA TBI PED PTSD SED SMI ? CM COOT FPSY PRS SPS PEER ? 
TCC ? SMPD ? ADLT CHLD YAD"
Neuropsychiatry Program at The MedStar Good Samaritan Hospital,"5601 Loch Raven Boulevard Suite 406, Morgan Building",Baltimore,Maryland 21239,21239,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? MC MD PI 
SF ? SE CO ALZ ? CDM COOT FPSY IMR IPC SPS ? SMON ? ADLT SNR YAD ? F4 F66"
New Vision Behavioral Health Servs Inc,5718 Harford Road Suite 103,Baltimore,Maryland 21214,21214,"? MH ? OP ? OMH ? BMT CBT CFT GT IPT PTM TT ? WI ? PVTP ? MD SF ? COOT FPSY ? 
SMPD ? ADLT CHLD SNR YAD"
People Encouraging People,"3619 Falls Road, Unit 6-B",Baltimore,Maryland 21211,21211,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? 
MC MD PI SF ? SS ? TAY SE GL VET ADM MF CJ CO HV TRMA ALZ PTSD SED SMI ? CM COOT 
ES FPSY IMR PRS SPS VRS ? NSC STU TCC ? SMON ? ADLT CHLD SNR YAD"
People Encouraging People Primrose,4201 Primrose Avenue,Baltimore,Maryland 21215,21215,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT GT IDD IPT PTM ? CIT ? PVTN ? CMHG MC MD ? 
TAY CJ CO SMI ? ACT CDM CM COOT DEC ES FPSY HS ICM IPC LAD PRS SEMP SH SPS VRS 
? STU TCC ? SMPD ? ADLT SNR YAD ? AH ? SP F4 F36 F43 F70"
Recovery Health Services LLC,3800 Frederick Avenue,Baltimore,Maryland 21229,21229,"? MH SUMH ? OP ? OMH ? CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MD PI SF SI SMHA ? 
CO ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? F4"
Redeem Healthcare Medical Systems,3240 Belair Road,Baltimore,Maryland 21213,21213,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MC MD PI SF 
SMHA SWFS ? SE GL MF CO HV TRMA PTSD SMI ? COOT FPSY IPC ? SMPD ? ADLT CHLD 
SNR YAD"
Regional Institute for Children and Adolescents/Baltimore,605 South Chapel Gate Lane,Baltimore,Maryland 21229,21229,"? MH ? PHDT RES ? RTCC ? AT CFT DBT GT IPT PTM TT ? OSG ? CLF MD MI PI SCJJ SEF 
SWFS ? PA ? SED ? CM ES ? SMON ? CHLD"
Therapeutic Living for Families,3425 Sinclair Lane,Baltimore,Maryland 21213,21213,"? MH SUMH ? OP PHDT ? CMHC ? CBT CFT GT IDD IPT PTM TT ? WI ? PVTP ? MC MD PI 
SCJJ SF SI SMHA SWFS ? CO ? COOT FPSY IMR PRS ? SMON ? ADLT CHLD SNR YAD ? AH"
Total Health Care Inc,1501 Division Street,Baltimore,Maryland 21217,21217,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? FQHC ? 
MC MD PI SF SI SMHA ? PA SS ? SE GL VET MF CJ HV TRMA PTSD SMI ? CDM COOT DEC 
FPSY ICM IMR IPC SPS PEER ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH ? 
SP F19 F28"
UMMS/PACT,701 West Pratt Street 5th Floor,Baltimore,Maryland 21201,21201,"? MH SUMH ? OP ? OMH ? CBT GT IPT PTM TT ? PVTN ? MC MD ? CO ? ACT ? SMON ? 
ADLT CHLD SNR YAD"
University of Maryland Center for Infant Study,701 West Pratt Street 4th Floor,Baltimore,Maryland 21201,21201,"? MH ? OP TELE ? OMH ? AT BMT CBT CFT GT IPT PTM TT ? PVTN ? MD PI ? MF TRMA PTSD 
SED ? FPSY ? SMON ? CHLD ? AH"
University of Maryland Medical Center Department of Psychiatry,22 South Greene Street,Baltimore,Maryland 21201,21201,"? MH SUMH ? HI PHDT ? PSY ? AT BMT CBT CFT ECT GT IDD IPT PTM TT ? CIT WI ? PVTN ? 
CSBG MC MD MI OSF PI SF SI SMHA SWFS ? SE CO TRMA ALZ SED SMI ? CM DEC FPSY IMR 
SPS PEER ? NRT NSC STU TCC ? SMPD ? ADLT CHLD SNR YAD ? AH"
University of Maryland Medical Center Fayette Clinic,701 West Pratt Street 3rd Floor,Baltimore,Maryland 21201,21201,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? MC MD ? SE CJ CO 
TRMA PTSD SMI ? COOT FPSY IMR IPC ? NRT STU TCC ? SMPD ? ADLT SNR YAD ? AH"
University of Maryland Medical Center Walter P Carter Carruthers Clinic,827 Linden Avenue 2nd Floor,Baltimore,Maryland 21201,21201,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC MD ? PA ? 
TAY CO TRMA PTSD SED SMI ? COOT FPSY IMR IPC ? NRT STU TCC ? SMPD ? ADLT CHLD 
SNR YAD ? AH"
VA Maryland Healthcare System Baltimore VAMC/MH Clinic Center,10 North Greene Street Suite BT-116-MH,Baltimore,Maryland 21201,21201,"? MH SUMH ? HI OP PHDT TELE ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT ? CIT WI ? 
VAMC ? MC MD MI PI SF SI VAF ? SE GL VET CO TRMA PTSD SMI ? CDM CM DEC ES FPSY 
HS ICM IMR IPC LAD PRS SEMP SH SPS TPC VRS PEER ? NRT NSC STU TCC ? SMON ? 
ADLT SNR YAD ? VO"
VA Maryland Healthcare System Loch Raven VA Outpatient Clinic,3901 The Alameda,Baltimore,Maryland 21218,21218,"? MH SUMH ? OP TELE ? BMT CBT CFT IDD IPT PTM TT ? CIT ? VAMC ? MC MD PI SI VAF ? 
SE VET CO PTSD SMI ? CDM CM DEC IMR IPC SPS ? NRT NSC STU TCC ? SMON ? ADLT 
SNR YAD ? VO"
Villa Maria at Fallstaff,6999 Reisterstown Road,Baltimore,Maryland 21215,21215,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT GT IDD IPT PTM TT ? PVTN ? CLF CMHG 
CSBG MC MD OSF SCJJ SEF SMHA SWFS ? TAY SE GL CO HV TRMA PTSD SED SMI ? COOT 
FPSY PRS SPS ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? SP"
Woodbourne Center Inc,1301 Woodbourne Avenue,Baltimore,Maryland 21239,21239,"? MH ? RES TELE ? RTCC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? CLF 
CMHG CSBG MD MI OSF PI SCJJ SEF SF SMHA ? GL TRMA PTSD SED ? CM ES FPSY PRS 
TPC VRS PEER ? SMON ? CHLD"
Harford County Health Department Division of Behavioral Health,120 South Hays Street,Bel Air,Maryland 21014,21014,"? MH SUMH ? OP ? OMH ? BMT CBT CFT DBT GT IDD IPT PTM TT ? OSG ? FQHC ? MC MD MI 
PI SF ? SS ? TAY CJ CO SMI ? CM COOT FPSY PEER ? NRT NSC STU ? SMPD ? ADLT CHLD 
SNR YAD ? AH"
Worcester County Behavioral Health Berlin Health Center,9730 Healthway Drive,Berlin,Maryland 21811,21811,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IDD IPT PTM TT ? CIT ? OSG ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? PA SS ? TAY GL CJ CO HV TRMA 
PTSD ? CDM CM COOT DEC ES FPSY ICM PRS SPS PEER ? NRT STU TCC ? SMON ? ADLT 
CHLD SNR YAD ? AH"
Cornerstone Montgomery Outpatient Clinic,6040 Southport Drive,Bethesda,Maryland 20814,20814,"? MH SUMH ? OP TELE ? OMH ? CBT DBT GT IDD IPT PTM TT ? PVTN ? MC PI SF ? TAY SE 
CO TRMA PTSD SMI ? CM COOT FPSY IMR PRS SEMP SPS VRS ? SMPD ? ADLT SNR YAD ? 
AH"
VOAC Prince Georges Mental Health,8603 Elm Avenue,Bowie,Maryland 20715,20715,"? MH ? RES ? RTCA ? PTM ? PVTN ? MC MD ? PA ? SE SMI ? DEC IMR IPC ? SMPD ? ADLT 
SNR YAD"
VOAC Prince Georges Mental Health,2205 Prince of Wales Court,Bowie,Maryland 20716,20716,"? MH ? RES ? RTCA ? PTM ? PVTN ? MC MD ? PA ? SE SMI ? DEC IMR IPC ? SMPD ? ADLT 
SNR YAD"
VOAC Prince Georges Mental Health,2706 Baldwin Lane,Bowie,Maryland 20715,20715,"? MH ? RES ? RTCA ? CBT ? WI ? PVTN ? MC MD ? PA ? SE SMI ? CM COOT DEC ? SMPD ? 
ADLT"
Metro Family Adult/Childrens Therapeutic Services,723 East Patapsco Avenue,Brooklyn,Maryland 21225,21225,"? MH ? OP ? CMHC ? AT BMT CBT CFT GT IPT PTM TT ? WI ? PVTP ? MD SF SI ? TAY SE GL 
VET ADM MF CJ CO HV TRMA PED PTSD SED SMI ? CDM COOT ES FPSY PRS SPS VRS 
PEER ? SMPD ? ADLT CHLD SNR YAD"
SMR Counseling Services LLC,3909 National Drive Suite 100,Burtonsville,Maryland 20866,20866,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IPT TT ? CIT ? PVTP ? CLF CMHG 
CSBG ITU MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? PA SS ? TAY SE GL VET ADM MF CJ 
CO TRMA PED PTSD SED SMI ? CM COOT DEC ES FPSY ICM IMR IPC PRS SEMP SPS PEER 
? TCC ? SMPD ? ADLT CHLD SNR YAD ? SP F17"
Community Behavioral Health,426 Dorchester Avenue,Cambridge,Maryland 21613,21613,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? FQHC 
? MC MD MI PI SF SI SMHA SWFS ? SS ? TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ 
PED PTSD SED SMI ? CDM CM COOT FPSY HS IMR PRS VRS ? NRT NSC STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH ? SP"
Corsica River Mental Health Services Dorchester Office,502 Poplar Street,Cambridge,Maryland 21613,21613,"? MH SUMH ? OP TELE ? OMH ? BMT CBT CFT DBT IDD IPT PTM TT ? PVTN ? FQHC ? CLF 
CMHG CSBG MC MD OSF PI SF SI SMHA ? SS ? CO ? ACT COOT DEC ES FPSY SPS ? NSC 
STU TCC ? SMPD ? ADLT CHLD SNR YAD"
Marshy Hope Family Services LLC,813-1 Chesapeake Drive,Cambridge,Maryland 21613,21613,"? MH SUMH ? OP ? OMH ? BMT CBT CFT GT IPT PTM TT ? PVTP ? CLF MC MD MI OSF PI 
SCJJ SF SI SMHA SWFS ? COOT DEC FPSY SPS ? STU ? SMPD ? ADLT CHLD SNR YAD"
Key Point Health Services Inc Outpatient Clinic,500 North Rolling Road,Catonsville,Maryland 21228,21228,"? MH SUMH ? OP ? CMHC ? CFT GT IPT PTM ? PVTN ? MC MD MI PI SF ? PRS ? STU ? 
SMPD ? ADLT CHLD SNR YAD"
Sheppard Community Services PRP,20 Winters Lane,Catonsville,Maryland 21228,21228,"? MH SUMH ? OP PHDT ? PH ? AT GT IDD ? PVTN ? CLF CMHG CSBG MC MD OSF SF ? CO ? 
CM COOT DEC ES PRS VRS ? NRT NSC STU TCC ? SMPD ? ADLT SNR YAD"
Universal Therapeutic Center Inc,5602 Baltimore National Pike Suite 700,Catonsville,Maryland 21228,21228,"? MH ? OP ? OMH ? AT CBT CFT GT IPT PTM TT ? OSG ? MD ? SS ? TAY SE GL CJ CO HV 
TRMA PTSD SED SMI ? CDM COOT FPSY HS ICM IMR PRS SEMP PEER ? SMPD ? ADLT CHLD 
SNR YAD ? F28"
Bridges Behavioral Health and Wellness,207 North Liberty Street Suite B,Centreville,Maryland 21617,21617,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? PVTP ? MC MD 
MI OSF PI SF SI SMHA SWFS ? SS ? CO TRMA PTSD ? COOT FPSY ? STU ? SMPD ? ADLT 
CHLD SNR YAD"
