Name,Address,City,State,Zip,Services
Northeastern Center Inc IP Unit,1850 Wesley Road,Auburn,Indiana 46706,46706,"? MH SUMH ? HI ? PSY ? AT BMT CBT GT IDD PTM TT ? CIT WI ? PVTN ? CLF MC MD PI 
SCJJ SF SI SMHA SWFS ? SS ? CM FPSY SPS ? NRT STU TCC ? SMON ? ADLT SNR YAD ? 
AH"
Otis R Bowen Ctr for Human Servs Auburn Office,923 Cardinal Court,Auburn,Indiana 46706,46706,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT DBT GT IDD IPT TT ? PVTN ? CLF MC MD MI OSF 
PI SCJJ SEF SF SI SMHA SWFS ? TAY SE GL VET CJ CO HV TRMA PTSD SED SMI ? CDM CM 
COOT FPSY HS ICM IMR IPC PRS SH SPS ? STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH 
? SP"
Centerstone of Indiana Inc Centerstone Austin,45 West Main Street,Austin,Indiana 47102,47102,"? MH SUMH ? OP ? CMHC ? CBT CFT GT IDD IPT TT ? CIT WI ? PVTN ? CLF CMHG CSBG 
MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? CJ CO TRMA PTSD SMI ? CM DEC 
PRS SEMP SPS ? STU TCC ? SMON ? ADLT SNR YAD ? AH"
LifeSpring Inc Austin Medical Center,825 North Highway 31,Austin,Indiana 47102,47102,"? MH SUMH ? OP TELE ? CMHC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? 
FQHC ? CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS ? PA SS ? CO SMI ? 
CDM CM COOT DEC IMR IPC SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH"
Cummins BH Systems Inc,6655 East U.S. Highway 36,Avon,Indiana 46123,46123,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? 
CLF MC MD MI OSF PI SCJJ SF SI SWFS ? SS ? TAY CO SED SMI ? CDM CM COOT DEC 
FPSY HS ICM IMR IPC PRS SEMP SH SPS VRS PEER ? NRT NSC STU TCC ? SMON ? ADLT 
CHLD SNR YAD ? AH"
Community Mental Health Center Inc Batesville North Depot Street Office,15 North Depot Street,Batesville,Indiana 47006,47006,"? MH SUMH ? OP RES ? CMHC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? 
CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY SE 
SMI ? CDM CM COOT ES FPSY HS ICM IMR IPC SEMP SPS VRS ? STU TCC ? SMON ? ADLT 
SNR YAD ? AH ? SP"
Community Mental Health Center Inc Batesville Office,215 East George Street,Batesville,Indiana 47006,47006,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY SE CO SED 
SMI ? CDM CM COOT ES FPSY HS ICM IMR IPC SEMP SPS VRS ? STU TCC ? SMON ? ADLT 
CHLD SNR YAD ? AH ? SP"
Community Mental Health Center Inc Batesville Park Avenue Office,16 North Park Avenue,Batesville,Indiana 47006,47006,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY SE CO ALZ 
4
PED PTSD SMI ? CDM CM COOT ES FPSY HS ICM IMR IPC SEMP SPS VRS ? STU TCC ? 
SMON ? ADLT SNR YAD ? AH ? SP"
Centerstone of Indiana Inc Centerstone Bedford,1315 Hillcrest Road,Bedford,Indiana 47421,47421,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY CJ CO TRMA PTSD 
SED SMI ? CM DEC FPSY PRS SEMP SPS ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR 
YAD ? AH"
Bloomington VA Outpatient Clinic,1332 West Arch Haven Avenue Suite A,Bloomington,Indiana 47403,47403,"? MH SUMH ? OP TELE ? OMH ? CBT CFT GT IPT PTM TT ? CIT WI ? VAMC ? MC MD PI SF ? 
VET ? CDM COOT DEC ES FPSY HS ICM IMR IPC PRS SH PEER ? NRT ? SMPD ? ADLT SNR 
YAD ? VO"
Centerstone of Indiana Inc Centerstone Bloomington,645 South Rogers Street,Bloomington,Indiana 47403,47403,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY CJ CO TRMA PTSD 
SED SMI ? ACT CM DEC FPSY ICM IMR IPC PRS SEMP SPS ? NRT NSC STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH"
Indiana University Health Bloomington Outp Behav Health Servs,727 West 2nd Street,Bloomington,Indiana 47403,47403,"? MH SUMH ? OP PHDT TELE ? OMH ? AT CBT CFT DBT GT IDD IPT PTM TT ? PVTN ? MC 
MD MI PI SF SI SMHA ? SE CO TRMA PTSD ? COOT FPSY IMR IPC PRS SPS ? NRT NSC STU 
? SMON ? ADLT SNR YAD ? AH ? SP"
Meadows Hospital,3600 North Prow Road,Bloomington,Indiana 47404,47404,"? MH SUMH ? HI TELE ? PSY ? AT BMT CBT DBT GT IDD IPT PTM TT ? WI ? PVTP ? MC MD 
MI PI SCJJ SEF SF SI SMHA SWFS ? CO TRMA ? CM FPSY PRS SPS ? NSC STU ? SMON ? 
ADLT CHLD SNR YAD"
Saint Vincent Warrick,1116 Millis Avenue,Boonville,Indiana 47601,47601,"? MH SUMH ? HI ? PSY ? AT BMT CBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF MC MI OSF PI 
SF SMHA VAF ? PA ? SE ALZ ? CM FPSY IMR SPS ? STU TCC ? SMON ? ADLT SNR ? AH"
Southwestern Behav Healthcare Inc Warrick Regional Services,315 South 3rd Street,Boonville,Indiana 47601,47601,"? MH SUMH ? OP ? CMHC ? CBT CFT GT IPT PTM ? PVTN ? CLF MC MD MI OSF PI SCJJ SF 
SI SMHA SWFS ? SS ? TRMA ? CM SPS ? STU ? SMON ? ADLT CHLD SNR YAD ? AH"
Hamilton Center Inc Brazil Office,1211 East National Avenue,Brazil,Indiana 47834,47834,"? MH ? OP TELE ? CMHC ? CBT CFT GT IPT PTM TT ? CIT ? PVTN ? FQHC ? CLF CMHG MC 
MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ? SS ? SED SMI ? CM ICM PRS SPS ? STU ? 
SMON ? ADLT CHLD SNR YAD ? AH"
Doctors NeuroPsychiatric Hospital,417 South Whitlock Street,Bremen,Indiana 46506,46506,"? MH SUMH ? HI ? PSY ? AT BMT CBT DBT GT IDD IPT PTM TT ? CIT WI ? PVTP ? MC MD PI 
SF SI ? SE GL VET MF CJ CO HV TRMA TBI ALZ PED PTSD SMI ? CDM CM DEC ES FPSY IPC 
PRS SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH ? SP F28 F42 F70"
Franklin County Counseling Center,9127 Oxford Pike,Brookville,Indiana 47012,47012,"? MH SUMH ? OP ? CMHC ? AT BMT CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? TAY SE CO SED 
SMI ? CDM CM COOT ES FPSY HS ICM IMR IPC SEMP SPS VRS ? STU TCC ? SMON ? ADLT 
CHLD SNR YAD ? AH ? SP"
Aspire Indiana,697 Pro Med Lane,Carmel,Indiana 46032,46032,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? FQHC ? 
CLF CMHG MC MD MI OSF PI SF SI SMHA SWFS ? SS ? CO HV TRMA PTSD SED SMI ? CDM 
CM COOT HS ICM IMR IPC PRS SEMP SH SPS PEER ? NRT STU TCC ? SMON ? ADLT CHLD 
SNR YAD ? AH"
Hamilton Center Inc Clinton Office,510 South Main Street,Clinton,Indiana 47842,47842,"? MH ? OP TELE ? CMHC ? CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF CMHG MC 
MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ? SS ? SED SMI ? CM ICM PRS SPS ? STU ? 
SMON ? ADLT CHLD SNR YAD ? AH"
Valley Professionals Community Health Center (VPCHC),777 South Main Street Suite 100,Clinton,Indiana 47842,47842,"? MH SUMH ? OP TELE ? OMH ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN 
? FQHC ? CLF CMHG CSBG ITU MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? SS ? 
CO ? CDM CM COOT DEC ES FPSY HS ICM IMR IPC PRS SEMP SH SPS VRS ? NRT NSC 
STU TCC ? SMON ? ADLT CHLD SNR YAD"
Otis R Bowen Ctr for Human Servs Columbia City Office,119 West Market Street,Columbia City,Indiana 46725,46725,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? 
CLF MC MD MI PI SCJJ SF SI SMHA SWFS ? PA SS ? TAY GL CJ CO SED SMI ? CM COOT 
IMR PRS SEMP SH SPS ? NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH ? SP F12"
Adult and Child Health Columbus Office,3920 East 25th Street,Columbus,Indiana 47203,47203,"? MH ? OP ? CMHC ? BMT CBT CFT GT IPT PTM TT ? PVTN ? CMHG MC MD MI PI SCJJ SF 
SI SWFS ? PA SS ? CO ? CM COOT SPS ? STU ? SMON ? ADLT CHLD SNR YAD"
Centerstone of Indiana Inc Centerstone Columbus,720 North Marr Road,Columbus,Indiana 47201,47201,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY CJ CO TRMA PTSD 
SED SMI ? ACT CM DEC FPSY ICM IMR PRS SEMP SPS ? NRT NSC STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH"
Columbus Behavioral Center for Children and Adolescents,2223 Poshard Drive,Columbus,Indiana 47203,47203,"? MH ? RES ? RTCC ? AT BMT CBT CFT DBT GT IPT PTM TT ? PVTP ? MD MI PI SEF SF SI 
SMHA SWFS ? TRMA PTSD ? ES FPSY SPS ? SMON ? CHLD ? AH"
Columbus Regional Hospital,2400 East 17th Street,Columbus,Indiana 47201,47201,"? MH ? HI OP ? PSY ? AT CBT CFT GT IPT PTM ? CIT WI ? PVTN ? MC MD MI OSF PI SF SI ? 
SE SMI ? CM DEC FPSY IPC SPS ? NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? AH"
Centerstone of Indiana Inc Centerstone Connersville,390 East Erie Avenue,Connersville,Indiana 47331,47331,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? CLF 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF ? TAY CJ CO TRMA PTSD 
SED SMI ? CM DEC FPSY IPC PRS SEMP SPS ? NRT NSC STU TCC ? SMON ? ADLT CHLD 
SNR YAD ? AH"
Fayette Memorial Hospital Fayette Regional Care Pavillion,450 Erie Avenue P.O. Box 929,Connersville,Indiana 47331,47331,"? MH SUMH ? HI OP RES TELE ? PSY ? AT BMT CBT CFT DBT GT IPT PTM TT ? WI ? PVTN ? 
MC MD MI PI SCJJ SF SI SMHA SWFS ? GL CJ CO TRMA PED PTSD SED ? ES FPSY ICM ? 
STU ? SMON ? ADLT CHLD YAD"
LifeSpring Inc Harrison County Office,535 Country Club Road SE,Corydon,Indiana 47112,47112,"? MH ? OP ? CMHC ? AT BMT CBT CFT DBT IDD IPT PTM TT ? CIT ? PVTN ? CLF CMHG 
CSBG MC MD MI OSF PI SF SI SMHA SWFS ? PA SS ? SED SMI ? CDM CM COOT IMR SPS ? 
NRT STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Cummins BH Systems Inc Montgomery Cnty Behavioral Hlth Servs,701 North Englewood Drive,Crawfordsville,Indiana 47933,47933,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT DBT GT IPT PTM TT ? CIT ? PVTN ? MC MD MI PI 
SCJJ SEF SF SI SMHA SWFS ? SS ? CM COOT FPSY IPC SEMP SPS ? STU TCC ? SMON ? 
ADLT CHLD SNR YAD ? AH"
Franciscan Health Crawfordsville Behavioral Health Generations Unit,1710 Lafayette Road,Crawfordsville,Indiana 47933,47933,"? MH ? HI ? PSY ? AT BMT CBT GT IPT PTM ? PVTN ? MC MD MI PI SF SI ? SE ALZ ? NRT 
NSC STU TCC ? SMON ? SNR ? AH"
Valley Oaks Health Outpatient Service,1480 Darlington Avenue,Crawfordsville,Indiana 47933,47933,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT GT IPT PTM ? WI ? PVTN ? CLF MC MD MI PI 
SCJJ SF SI SMHA SWFS ? SS ? SMI ? CM ? STU ? SMON ? ADLT CHLD SNR YAD ? AH"
Adam Benjamin Jr VA CBOC,9301 Madison Street,Crown Point,Indiana 46307,46307,"? MH SUMH ? OP TELE ? AT BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? VAMC ? MC MD MI 
PI SF VAF ? VET CJ CO PTSD SMI ? CM COOT DEC ES FPSY HS IPC SEMP SPS VRS PEER ? 
NRT NSC STU TCC ? SMON ? ADLT SNR YAD ? VO ? AH"
Park Center Inc Decatur Counseling Services,809 High Street,Decatur,Indiana 46733,46733,"? MH SUMH ? OP ? CMHC ? CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF CMHG MC MD MI 
PI SCJJ SF SI SMHA SWFS ? CJ CO ? CM COOT FPSY ICM IMR PRS SPS ? STU TCC ? 
SMON ? ADLT CHLD SNR YAD ? AH"
Valley Oaks Health Outpatient Service,1265 North Bradford Drive,Delphi,Indiana 46923,46923,"? MH SUMH ? OP ? CMHC ? CBT CFT GT IPT PTM ? WI ? PVTN ? CLF MC MD MI PI SCJJ SF 
SI SMHA SWFS ? SS ? CM ? STU ? SMON ? ADLT CHLD SNR YAD ? AH"
Franciscan Alliance Inc Franciscan Health Dyer,24 Joliet Street,Dyer,Indiana 46311,46311,"? MH SUMH ? HI OP PHDT RES TELE ? PSY ? AT BMT CBT CFT DBT ECT GT IDD IPT PTM TT 
? WI ? PVTN ? CLF MC MD MI PI SF SI SWFS ? CDM CM COOT DEC ES FPSY IMR IPC LAD 
SPS PEER ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH ? SP"
Regional Mental Health Center,3903 Indianapolis Boulevard Building Stark,East Chicago,Indiana 46312,46312,"? MH SUMH ? OP ? CMHC ? BMT CBT CFT GT IDD IPT PTM TT ? CIT WI ? PVTN ? FQHC ? 
CLF CMHG MC MD MI PI SCJJ SF SI SMHA SWFS ? SS ? CO SMI ? ACT CDM CM COOT DEC 
FPSY ICM IPC SEMP PEER ? NRT NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? SP"
Saint Catherine Hospital Behavioral Health Services,4321 Fir Street,East Chicago,Indiana 46312,46312,"? MH SUMH ? HI OP PHDT ? PSY ? AT BMT CBT CFT DBT ECT GT IPT PTM ? CIT ? PVTN ? 
MC MD MI OSF PI SF SI SWFS VAF ? PA ? CDM COOT FPSY IMR IPC ? NRT NSC STU TCC ? 
SMON ? ADLT SNR YAD ? AH ? SP"
Oaklawn Psychiatric Center Inc,2600 Oakland Avenue,Elkhart,Indiana 46517,46517,"? MH ? OP ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? CLF CSBG MC MD PI 
SF SI SMHA SWFS ? PA SS ? CO SED SMI ? CM COOT FPSY ICM IMR PEER ? STU ? SMON 
? ADLT CHLD SNR YAD ? AH ? SP"
Aspire Indiana,10731 North State Road 13,Elwood,Indiana 46036,46036,"? MH SUMH ? OP TELE ? CMHC ? CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? FQHC ? 
CLF CMHG MC MD MI OSF PI SF SI SMHA SWFS ? SS ? CO HV TRMA PTSD SED SMI ? CDM 
CM COOT HS ICM IMR IPC PRS SEMP SH SPS PEER ? NRT STU TCC ? SMON ? ADLT CHLD 
SNR YAD ? AH"
LifeSpring Health Systems,523 Main Street,English,Indiana 47118,47118,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IPT PTM ? PVTN ? CLF CMHG 
CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS VAF ? PA SS ? CM COOT ES IMR PRS SH ? 
STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH"
Deaconess Cross Pointe,7200 East Indiana Street,Evansville,Indiana 47715,47715,"? MH SUMH ? HI OP PHDT ? PSY ? AT CBT ECT GT IPT PTM ? CIT ? PVTN ? CLF MC MD MI 
PI SF SI SMHA SWFS VAF ? CO SMI ? CM COOT FPSY SPS ? NSC STU TCC ? SMON ? ADLT 
CHLD SNR YAD"
Deaconess Cross Pointe OP Services,445 Cross Pointe Boulevard Suite 320,Evansville,Indiana 47715,47715,"? MH SUMH ? OP PHDT ? OMH ? CBT CFT ECT GT IDD IPT PTM TT ? PVTN ? ITU MC MD MI 
PI SF SI SMHA SWFS VAF ? CO ? CDM IMR ? SMON ? ADLT CHLD SNR YAD ? AH"
Evansville Healthcare Center,6211 East Waterford Boulevard,Evansville,Indiana 47715,47715,"? MH SUMH ? OP TELE ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT WI ? VAMC ? MI SF 
VAF ? SE GL VET MF CO TRMA PTSD SMI ? CDM CM DEC FPSY HS ICM IPC SEMP SPS VRS 
PEER ? NRT NSC STU TCC ? SMPD ? ADLT SNR YAD ? VO ? AH"
Evansville Psychiatric Childrens Ctr (EPCC),3300 East Morgan Avenue,Evansville,Indiana 47715,47715,"? MH ? HI ? PSY ? AT BMT CBT CFT GT IPT PTM TT ? SMA ? MD OSF PI SF SMHA ? SED ? 
DEC ES FPSY PRS SPS ? STU ? SMON ? CHLD"
Saint Vincent Evansville Adult Behavioral Health,3700 Washington Avenue,Evansville,Indiana 47714,47714,"? MH SUMH ? HI ? PSY ? AT BMT CBT ECT GT IPT PTM ? CIT ? PVTN ? CLF ITU MC MD MI 
OSF PI SF SI SMHA SWFS VAF ? CO SMI ? CM SPS ? NRT NSC STU TCC ? SMON ? ADLT 
SNR YAD ? AH"
Southwestern Behav Healthcare Inc Community Support Services,410 Mulberry Street,Evansville,Indiana 47713,47713,"? MH SUMH ? OP ? CMHC ? IDD IPT PTM ? PVTN ? CLF MC MD MI PI SCJJ SF SI SMHA ? 
SS ? TRMA SMI ? ACT CM COOT DEC HS ICM IMR LAD PRS SPS PEER ? STU ? SMON ? 
ADLT SNR YAD ? AH"
Southwestern Behav Healthcare Inc Moran Center,60 South Stockwell Road,Evansville,Indiana 47714,47714,"? MH SUMH ? OP ? CMHC ? CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF MC MD MI PI SCJJ 
SF SI SMHA SWFS ? SS ? TAY TRMA SED ? CM FPSY SPS ? STU ? SMON ? ADLT CHLD SNR 
YAD ? AH"
Southwestern Behav Healthcare Inc Moulton Center,1 North Barker Avenue,Evansville,Indiana 47712,47712,"? MH SUMH ? OP ? CMHC ? CBT CFT DBT GT IPT PTM TT ? PVTN ? CLF MC MD MI PI SCJJ 
SF SI SMHA ? SS ? TAY TRMA SED ? CM IMR SPS ? STU ? SMON ? ADLT CHLD SNR YAD ? 
AH"
Southwestern Behav Healthcare Inc Robert M Spear Building,415 Mulberry Street,Evansville,Indiana 47713,47713,"? MH SUMH ? OP ? CMHC ? CBT CFT DBT GT IPT PTM TT ? CIT WI ? PVTN ? CLF MC MD MI 
PI SCJJ SF SI SMHA SWFS ? SS ? CO TRMA SMI ? IMR SPS ? STU ? SMON ? ADLT CHLD 
SNR YAD ? AH"
Center for Brief Therapy PC Indiana Center for CBT,423 Airport North Office Park,Fort Wayne,Indiana 46825,46825,"? MH SUMH ? OP ? OMH ? AT BMT CBT CFT DBT IDD IPT PTM TT ? CIT ? PVTP ? MC MI PI 
SF VAF ? CDM CM COOT DEC ES FPSY ICM IMR IPC PRS SPS ? NRT NSC STU TCC ? SMON 
? ADLT CHLD SNR YAD"
Crossroad Child and Family Servs Inc,1825 Beacon Street,Fort Wayne,Indiana 46805,46805,"? MH ? OP RES ? MSNH ? AT CBT CFT DBT GT IPT PTM TT ? PVTN ? MD OSF PI SCJJ SEF 
SF SWFS ? SED ? CM COOT ES FPSY PRS ? STU ? SMON ? ADLT CHLD SNR YAD"
Family and Childrens Services Inc DBA Headwaters Counseling,2712 South Calhoun Street,Fort Wayne,Indiana 46807,46807,"? MH ? OP ? OMH ? BMT CBT CFT GT IPT TT ? PVTN ? CLF MC MD MI PI SF SI SMHA SWFS 
? SS ? COOT ? STU TCC ? SMPD ? ADLT CHLD SNR YAD"
Otis R Bowen Ctr for Human Servs Allen County Office,2100 Goshen Road,Fort Wayne,Indiana 46808,46808,"? MH SUMH ? OP TELE ? CMHC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? WI ? PVTN ? 
CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS ? CO TRMA PTSD SED SMI ? 
CDM CM COOT FPSY IMR PRS SPS ? NSC STU TCC ? SMON ? ADLT CHLD SNR YAD ? AH ? 
SP F4 F25 F30 F43 F47 F70 F12"
Park Center Inc Carew,1909 Carew Street,Fort Wayne,Indiana 46805,46805,"? MH SUMH ? HI OP RES ? PSY ? GT IDD IPT PTM ? CIT ? PVTN ? CLF CMHG CSBG MC MD 
PI SF SI SMHA SWFS ? SS ? CJ CO SMI ? CM COOT FPSY ICM IMR PRS ? SMON ? ADLT 
SNR YAD ? AH"
Park Center Inc Leslie House,2827 East Tillman Road,Fort Wayne,Indiana 46816,46816,"? MH SUMH ? RES ? RTCC ? BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? MC MD 
PI SEF SI SMHA SWFS ? CJ CO PTSD SED ? CM DEC FPSY IPC PRS SPS ? SMON ? CHLD ? 
AH ? SP"
Park Center Inc Noel House,2821 Elmdale Drive,Fort Wayne,Indiana 46816,46816,"? MH SUMH ? RES ? RTCC ? AT BMT CBT CFT DBT GT IDD IPT PTM TT ? CIT ? PVTN ? MC 
MD PI SEF SI SMHA SWFS ? CJ CO PTSD SED ? CM DEC FPSY IPC PRS SPS ? SMON ? 
CHLD ? AH ? SP"
Park Center Inc Quinn House,2605 East State Boulevard,Fort Wayne,Indiana 46805,46805,"? MH SUMH ? RES ? RTCA ? GT PTM ? CIT ? PVTN ? MC MD PI SCJJ SF SI SMHA SWFS ? 
SS ? SE GL CO HV TRMA PED PTSD SMI ? CM ICM IMR ? SMPD ? ADLT SNR YAD"
